Date,District,Latitude,Longitude,Precip,Pressure,Humidity_2m,RH_2m,Temp_2m,WetBulbTemp_2m,MaxTemp_2m,MinTemp_2m,TempRange_2m,EarthSkinTemp,WindSpeed_10m,MaxWindSpeed_10m,MinWindSpeed_10m,WindSpeedRange_10m,WindSpeed_50m,MaxWindSpeed_50m,MinWindSpeed_50m,WindSpeedRange_50m,Year,Month,YearMonth
1994-07-03,Jumla,29.3,82.3,4.32,75.18,11.82,71.58,17.26,11.72,22.35,13.42,8.94,18.79,2.15,4.34,0.42,3.91,2.14,3.8,0.47,3.32,1994,7,1994-07
1994-03-18,Jumla,29.3,82.3,0.0,75.17,2.56,19.68,13.86,-8.7,23.52,6.7,16.82,12.76,2.99,6.81,0.6,6.21,3.03,6.38,0.6,5.78,1994,3,1994-03
1994-04-30,Jumla,29.3,82.3,0.02,75.16,4.21,31.8,14.56,-2.53,21.86,8.58,13.29,15.88,2.51,6.04,0.39,5.66,2.5,5.63,0.33,5.3,1994,4,1994-04
1994-06-02,Jumla,29.3,82.3,0.0,74.73,4.34,23.61,19.55,-2.22,27.48,10.95,16.54,20.96,3.04,6.3,0.6,5.7,3.16,6.04,0.86,5.18,1994,6,1994-06
1994-05-07,Jumla,29.3,82.3,0.0,75.06,4.83,31.36,16.72,-0.88,24.73,8.02,16.72,18.44,2.8,6.4,0.42,5.98,2.85,5.96,0.7,5.26,1994,5,1994-05
1994-07-13,Kabhre,27.6,85.6,0.0,77.5,13.9,73.28,20.03,14.68,25.04,16.15,8.89,21.9,2.05,5.13,0.19,4.94,1.83,4.37,0.32,4.05,1994,7,1994-07
1994-02-03,Kabhre,27.6,85.6,0.01,77.92,2.99,43.38,4.8,-6.87,11.04,1.25,9.79,3.84,2.07,5.51,0.26,5.26,1.97,4.54,0.32,4.22,1994,2,1994-02
1994-01-16,Kabhre,27.6,85.6,4.12,77.55,4.63,86.71,1.13,-1.99,5.07,-2.36,7.43,0.7,1.78,4.43,0.2,4.23,1.91,4.38,0.11,4.26,1994,1,1994-01
1994-11-06,Kabhre,27.6,85.6,0.0,78.55,3.37,33.48,10.48,-5.28,17.13,6.51,10.62,8.37,1.95,4.5,0.09,4.41,1.91,3.71,0.12,3.59,1994,11,1994-11
1994-02-27,Kabhre,27.6,85.6,0.0,77.88,2.49,30.05,7.47,-8.73,15.0,1.85,13.16,6.54,2.86,6.3,0.74,5.56,3.0,5.95,1.11,4.84,1994,2,1994-02
1994-07-03,Kabhre,27.6,85.6,1.46,78.0,13.04,76.12,18.5,13.71,23.25,14.2,9.05,20.12,2.81,5.45,0.18,5.26,2.62,4.56,0.4,4.16,1994,7,1994-07
1994-03-18,Kabhre,27.6,85.6,0.0,77.98,2.86,21.42,14.65,-7.15,22.93,8.61,14.32,13.62,2.55,5.82,0.31,5.51,2.34,4.58,0.47,4.11,1994,3,1994-03
1994-04-30,Kabhre,27.6,85.6,0.38,78.0,4.15,28.42,16.05,-2.38,22.91,10.06,12.85,17.23,2.59,5.32,0.29,5.03,2.43,4.46,0.34,4.11,1994,4,1994-04
1994-06-02,Kabhre,27.6,85.6,0.06,77.51,5.26,26.8,20.66,0.62,27.79,13.34,14.44,21.77,3.03,6.64,0.16,6.47,2.97,5.82,0.23,5.59,1994,6,1994-06
1994-05-07,Kabhre,27.6,85.6,2.15,77.87,5.56,33.32,18.12,1.5,24.92,10.84,14.08,19.61,2.7,5.83,0.1,5.72,2.56,4.86,0.17,4.69,1994,5,1994-05
1994-07-13,Kailali,28.8,80.8,0.31,92.47,18.11,60.05,30.76,22.05,35.78,26.27,9.51,31.63,1.81,3.94,0.21,3.73,2.21,4.51,0.42,4.09,1994,7,1994-07
1994-02-03,Kailali,28.8,80.8,0.11,93.83,3.86,33.31,15.34,-0.75,22.74,9.69,13.04,13.72,1.91,3.61,0.58,3.03,2.33,3.82,0.53,3.29,1994,2,1994-02
1994-01-16,Kailali,28.8,80.8,5.53,93.59,5.05,55.7,11.52,2.76,18.43,7.34,11.08,10.33,2.29,4.29,1.1,3.19,3.17,5.01,1.52,3.49,1994,1,1994-01
1994-11-06,Kailali,28.8,80.8,0.0,94.19,5.6,35.33,20.34,4.4,28.45,14.52,13.93,18.73,2.25,3.4,0.28,3.12,2.95,4.08,0.3,3.78,1994,11,1994-11
1994-02-27,Kailali,28.8,80.8,0.0,93.57,4.79,33.13,18.78,2.11,27.91,11.13,16.78,17.57,2.87,5.07,1.43,3.64,3.9,5.92,1.82,4.1,1994,2,1994-02
1994-07-03,Kailali,28.8,80.8,6.56,93.12,16.72,62.79,28.73,20.8,33.8,24.66,9.14,29.5,2.56,4.01,0.93,3.08,3.46,5.28,1.75,3.53,1994,7,1994-07
1994-03-18,Kailali,28.8,80.8,0.0,93.29,4.09,18.2,25.99,-0.16,36.56,17.11,19.45,25.17,2.7,5.74,0.63,5.12,3.79,7.07,1.1,5.97,1994,3,1994-03
1994-04-30,Kailali,28.8,80.8,0.02,93.21,4.64,16.5,29.84,1.8,37.2,22.14,15.06,30.0,2.22,3.55,0.86,2.69,2.79,4.35,1.18,3.17,1994,4,1994-04
1994-06-02,Kailali,28.8,80.8,0.0,92.37,5.07,13.37,34.99,2.88,43.05,27.02,16.03,35.37,3.16,5.83,0.82,5.01,4.13,6.89,1.1,5.79,1994,6,1994-06
1994-05-07,Kailali,28.8,80.8,0.0,92.97,5.81,18.4,31.79,4.68,39.41,23.2,16.21,32.07,3.4,6.6,1.58,5.02,4.48,7.75,2.06,5.7,1994,5,1994-05
1994-07-13,Kanchanpur,29.0,80.2,0.74,88.03,18.27,74.0,26.46,21.36,30.34,23.46,6.88,26.83,1.84,3.66,0.23,3.42,2.23,4.05,0.36,3.69,1994,7,1994-07
1994-02-03,Kanchanpur,29.0,80.2,1.39,89.08,3.85,38.3,12.36,-1.54,20.46,6.28,14.18,10.96,2.19,4.65,0.35,4.29,2.66,4.98,0.4,4.58,1994,2,1994-02
1994-01-16,Kanchanpur,29.0,80.2,4.12,88.83,4.67,59.45,8.62,0.83,15.32,4.45,10.87,7.57,2.08,4.28,0.46,3.81,2.68,4.66,0.61,4.05,1994,1,1994-01
1994-11-06,Kanchanpur,29.0,80.2,0.0,89.54,5.62,40.83,17.28,3.6,24.77,12.34,12.43,15.49,2.18,3.69,0.51,3.19,2.74,3.72,0.58,3.14,1994,11,1994-11
1994-02-27,Kanchanpur,29.0,80.2,0.0,88.93,4.76,38.27,15.59,1.29,24.0,8.94,15.06,14.35,2.81,5.19,1.55,3.64,3.67,5.82,2.34,3.48,1994,2,1994-02
1994-07-03,Kanchanpur,29.0,80.2,6.54,88.62,15.72,66.44,25.88,18.9,30.98,22.39,8.59,26.8,2.6,4.11,0.67,3.44,3.32,5.56,1.24,4.32,1994,7,1994-07
1994-03-18,Kanchanpur,29.0,80.2,0.0,88.72,3.99,19.47,23.62,-1.29,34.05,15.27,18.78,22.4,3.36,7.56,1.02,6.54,4.46,8.82,1.11,7.71,1994,3,1994-03
1994-04-30,Kanchanpur,29.0,80.2,0.01,88.72,4.71,19.43,26.42,1.26,33.6,19.51,14.09,26.71,2.33,4.33,0.88,3.45,2.7,4.55,1.27,3.28,1994,4,1994-04
1994-06-02,Kanchanpur,29.0,80.2,0.15,87.99,4.94,15.19,31.36,1.76,39.53,23.3,16.23,32.12,3.31,6.36,0.96,5.4,4.12,7.06,1.19,5.87,1994,6,1994-06
1994-05-07,Kanchanpur,29.0,80.2,0.01,88.51,5.42,19.94,28.34,3.05,36.14,19.98,16.16,28.85,3.59,6.87,1.7,5.17,4.57,7.65,2.5,5.15,1994,5,1994-05
1994-07-13,Kaski,28.2,84.0,0.0,77.71,14.17,74.96,20.01,15.0,23.96,16.51,7.44,21.49,2.49,4.97,0.53,4.44,2.34,4.11,0.78,3.33,1994,7,1994-07
1994-02-03,Kaski,28.2,84.0,0.02,78.13,2.96,42.98,4.83,-6.81,10.96,1.35,9.61,3.72,2.13,5.35,0.47,4.87,1.92,4.11,0.43,3.67,1994,2,1994-02
1994-01-16,Kaski,28.2,84.0,5.6,77.73,4.33,78.5,1.63,-2.8,5.24,-2.03,7.27,1.06,1.47,3.94,0.17,3.78,1.47,3.56,0.22,3.34,1994,1,1994-01
1994-11-06,Kaski,28.2,84.0,0.0,78.74,3.96,39.79,10.3,-3.05,16.73,6.41,10.32,8.35,2.07,4.39,0.52,3.87,1.98,3.47,0.55,2.92,1994,11,1994-11
1994-02-27,Kaski,28.2,84.0,0.0,78.06,2.75,32.64,7.76,-7.8,15.59,2.2,13.39,6.91,2.75,6.69,0.19,6.51,2.87,6.31,0.34,5.98,1994,2,1994-02
1994-07-03,Kaski,28.2,84.0,0.96,78.21,13.49,77.15,18.87,14.34,23.26,14.71,8.55,20.65,2.82,5.03,0.22,4.81,2.6,4.04,0.36,3.69,1994,7,1994-07
1994-03-18,Kaski,28.2,84.0,0.0,78.2,2.85,20.56,15.29,-7.01,23.6,9.07,14.52,13.96,2.62,5.88,0.14,5.73,2.39,4.66,0.24,4.42,1994,3,1994-03
1994-04-30,Kaski,28.2,84.0,0.32,78.2,4.25,28.33,16.51,-1.93,22.77,11.49,11.28,17.95,2.3,4.89,0.14,4.75,2.04,3.97,0.27,3.7,1994,4,1994-04
1994-06-02,Kaski,28.2,84.0,0.0,77.69,4.57,22.01,21.63,-1.12,29.1,13.7,15.39,22.9,3.12,6.73,0.36,6.36,3.04,5.94,0.54,5.41,1994,6,1994-06
1994-05-07,Kaski,28.2,84.0,1.07,78.05,5.39,31.68,18.52,1.06,25.86,11.11,14.75,20.29,2.84,5.87,0.23,5.63,2.76,4.89,0.29,4.6,1994,5,1994-05
1994-07-13,Kathmandu,27.7,85.3,0.0,83.26,15.04,65.8,24.26,17.19,29.73,19.58,10.14,26.11,2.28,5.21,0.42,4.79,2.36,4.68,0.78,3.89,1994,7,1994-07
1994-02-03,Kathmandu,27.7,85.3,0.05,84.03,3.41,40.11,8.95,-4.05,15.15,5.21,9.94,7.95,2.01,4.93,0.44,4.49,2.03,4.13,0.63,3.5,1994,2,1994-02
1994-01-16,Kathmandu,27.7,85.3,5.29,83.66,5.62,84.74,5.27,2.1,8.9,2.13,6.77,4.76,1.51,3.72,0.41,3.31,1.68,3.72,0.49,3.24,1994,1,1994-01
1994-11-06,Kathmandu,27.7,85.3,0.0,84.54,3.98,31.84,14.9,-2.0,21.64,10.89,10.75,12.62,1.94,3.97,0.16,3.81,2.03,3.35,0.31,3.03,1994,11,1994-11
1994-02-27,Kathmandu,27.7,85.3,0.0,83.9,2.77,26.28,12.17,-6.49,19.92,6.26,13.66,11.12,2.67,5.47,0.16,5.31,2.95,5.3,0.42,4.88,1994,2,1994-02
1994-07-03,Kathmandu,27.7,85.3,1.56,83.83,14.43,72.06,22.19,16.6,27.02,17.57,9.46,23.59,2.74,5.04,0.39,4.65,3.0,4.75,0.43,4.32,1994,7,1994-07
1994-03-18,Kathmandu,27.7,85.3,0.0,83.88,3.09,18.8,19.1,-5.1,27.31,12.42,14.89,18.01,2.58,5.7,0.12,5.58,2.55,4.72,0.05,4.67,1994,3,1994-03
1994-04-30,Kathmandu,27.7,85.3,0.18,83.87,4.23,22.62,21.18,-1.04,28.24,14.71,13.53,22.2,2.39,4.67,0.1,4.57,2.38,4.11,0.29,3.81,1994,4,1994-04
1994-06-02,Kathmandu,27.7,85.3,0.06,83.25,5.15,20.34,26.09,1.47,33.24,18.67,14.57,26.94,2.88,6.05,0.46,5.59,2.98,5.5,0.75,4.76,1994,6,1994-06
1994-05-07,Kathmandu,27.7,85.3,2.11,83.69,5.81,27.41,23.19,3.19,30.2,15.62,14.58,24.45,2.61,5.38,0.43,4.96,2.66,4.58,0.52,4.06,1994,5,1994-05
1994-07-13,Lalitpur,27.6,85.3,0.0,83.26,15.04,65.8,24.26,17.19,29.73,19.58,10.14,26.11,2.28,5.21,0.42,4.79,2.36,4.68,0.78,3.89,1994,7,1994-07
1994-02-03,Lalitpur,27.6,85.3,0.05,84.03,3.41,40.11,8.95,-4.05,15.15,5.21,9.94,7.95,2.01,4.93,0.44,4.49,2.03,4.13,0.63,3.5,1994,2,1994-02
1994-01-16,Lalitpur,27.6,85.3,5.29,83.66,5.62,84.74,5.27,2.1,8.9,2.13,6.77,4.76,1.51,3.72,0.41,3.31,1.68,3.72,0.49,3.24,1994,1,1994-01
1994-11-06,Lalitpur,27.6,85.3,0.0,84.54,3.98,31.84,14.9,-2.0,21.64,10.89,10.75,12.62,1.94,3.97,0.16,3.81,2.03,3.35,0.31,3.03,1994,11,1994-11
1994-02-27,Lalitpur,27.6,85.3,0.0,83.9,2.77,26.28,12.17,-6.49,19.92,6.26,13.66,11.12,2.67,5.47,0.16,5.31,2.95,5.3,0.42,4.88,1994,2,1994-02
1994-07-03,Lalitpur,27.6,85.3,1.56,83.83,14.43,72.06,22.19,16.6,27.02,17.57,9.46,23.59,2.74,5.04,0.39,4.65,3.0,4.75,0.43,4.32,1994,7,1994-07
1994-03-18,Lalitpur,27.6,85.3,0.0,83.88,3.09,18.8,19.1,-5.1,27.31,12.42,14.89,18.01,2.58,5.7,0.12,5.58,2.55,4.72,0.05,4.67,1994,3,1994-03
1994-04-30,Lalitpur,27.6,85.3,0.18,83.87,4.23,22.62,21.18,-1.04,28.24,14.71,13.53,22.2,2.39,4.67,0.1,4.57,2.38,4.11,0.29,3.81,1994,4,1994-04
1994-06-02,Lalitpur,27.6,85.3,0.06,83.25,5.15,20.34,26.09,1.47,33.24,18.67,14.57,26.94,2.88,6.05,0.46,5.59,2.98,5.5,0.75,4.76,1994,6,1994-06
1994-05-07,Lalitpur,27.6,85.3,2.11,83.69,5.81,27.41,23.19,3.19,30.2,15.62,14.58,24.45,2.61,5.38,0.43,4.96,2.66,4.58,0.52,4.06,1994,5,1994-05
1994-07-13,Lamjung,28.3,84.4,0.0,77.16,13.91,73.65,19.89,14.58,24.25,16.2,8.05,21.54,2.67,5.4,0.55,4.85,2.47,4.42,0.89,3.53,1994,7,1994-07
1994-02-03,Lamjung,28.3,84.4,0.02,77.56,2.96,43.97,4.42,-6.92,10.45,1.04,9.41,3.46,2.07,5.31,0.42,4.88,1.84,4.0,0.39,3.61,1994,2,1994-02
1994-01-16,Lamjung,28.3,84.4,5.56,77.16,4.35,80.7,1.2,-2.92,4.45,-2.63,7.08,0.74,1.45,4.19,0.1,4.1,1.4,3.72,0.17,3.55,1994,1,1994-01
1994-11-06,Lamjung,28.3,84.4,0.0,78.18,3.83,39.64,9.77,-3.59,16.24,5.87,10.37,7.92,2.08,4.43,0.49,3.95,1.96,3.45,0.55,2.89,1994,11,1994-11
1994-02-27,Lamjung,28.3,84.4,0.0,77.5,2.72,33.35,7.16,-8.06,14.78,1.79,12.99,6.52,2.63,6.36,0.12,6.25,2.68,5.83,0.26,5.57,1994,2,1994-02
1994-07-03,Lamjung,28.3,84.4,0.87,77.66,13.34,76.88,18.63,14.01,23.13,14.48,8.64,20.48,2.96,5.26,0.19,5.07,2.67,4.21,0.34,3.87,1994,7,1994-07
1994-03-18,Lamjung,28.3,84.4,0.0,77.64,2.81,20.9,14.73,-7.26,22.98,8.67,14.31,13.42,2.61,5.84,0.12,5.72,2.35,4.54,0.29,4.25,1994,3,1994-03
1994-04-30,Lamjung,28.3,84.4,0.25,77.64,4.17,28.85,15.83,-2.27,22.1,10.67,11.43,17.28,2.25,4.79,0.01,4.79,1.97,3.83,0.16,3.67,1994,4,1994-04
1994-06-02,Lamjung,28.3,84.4,0.0,77.15,4.57,22.73,20.98,-1.22,28.33,13.17,15.15,22.32,3.03,6.53,0.5,6.02,2.88,5.61,0.66,4.96,1994,6,1994-06
1994-05-07,Lamjung,28.3,84.4,1.25,77.5,5.47,33.12,17.88,1.13,25.1,10.69,14.41,19.73,2.78,5.76,0.04,5.72,2.65,4.66,0.16,4.5,1994,5,1994-05
1994-07-13,Mahottari,26.7,85.8,0.01,96.84,18.33,58.82,32.16,23.05,37.43,27.78,9.64,33.07,5.04,7.28,2.99,4.29,7.22,8.7,5.65,3.05,1994,7,1994-07
1994-02-03,Mahottari,26.7,85.8,0.15,98.49,4.62,36.57,17.46,2.4,24.77,12.29,12.48,17.09,2.09,3.26,0.68,2.57,2.88,3.86,1.06,2.8,1994,2,1994-02
1994-01-16,Mahottari,26.7,85.8,5.44,98.2,8.04,77.92,14.2,10.37,18.15,10.96,7.19,14.29,1.97,3.58,0.48,3.1,3.0,5.77,0.55,5.22,1994,1,1994-01
1994-11-06,Mahottari,26.7,85.8,0.0,98.72,5.87,31.75,23.64,5.7,31.81,18.46,13.35,22.26,1.86,2.64,0.72,1.92,2.57,4.01,0.75,3.26,1994,11,1994-11
1994-02-27,Mahottari,26.7,85.8,0.0,98.14,3.63,23.26,20.81,-1.03,30.31,12.27,18.04,20.29,2.62,4.98,1.2,3.78,3.69,6.14,1.24,4.89,1994,2,1994-02
1994-07-03,Mahottari,26.7,85.8,6.09,97.56,17.82,65.01,30.04,22.72,34.96,25.5,9.46,30.55,5.43,10.09,1.93,8.16,7.8,12.41,3.81,8.6,1994,7,1994-07
1994-03-18,Mahottari,26.7,85.8,0.0,97.82,3.75,15.8,27.72,-0.39,36.62,19.19,17.43,27.29,2.46,4.93,0.74,4.19,3.19,5.32,1.02,4.3,1994,3,1994-03
1994-04-30,Mahottari,26.7,85.8,0.29,97.69,5.64,18.03,32.5,5.12,39.28,24.8,14.48,33.52,1.71,2.85,0.24,2.61,2.09,3.23,0.37,2.86,1994,4,1994-04
1994-06-02,Mahottari,26.7,85.8,0.38,96.79,9.66,26.18,35.27,12.46,43.22,27.18,16.05,36.85,3.02,3.92,1.91,2.01,4.13,6.29,1.87,4.42,1994,6,1994-06
1994-05-07,Mahottari,26.7,85.8,0.9,97.37,5.67,16.56,34.06,5.15,42.02,25.72,16.3,35.51,3.0,5.32,1.37,3.96,4.18,6.39,1.61,4.77,1994,5,1994-05
1994-07-13,Makwanpur,27.4,85.0,0.0,93.05,17.11,58.15,30.45,21.24,36.36,25.72,10.64,31.8,3.54,5.42,1.83,3.59,4.86,6.27,3.46,2.81,1994,7,1994-07
1994-02-03,Makwanpur,27.4,85.0,0.27,94.45,4.15,35.97,15.36,0.32,22.34,10.76,11.57,14.44,2.17,3.88,0.86,3.02,2.76,3.8,1.29,2.51,1994,2,1994-02
1994-01-16,Makwanpur,27.4,85.0,5.76,94.13,7.34,79.98,11.78,8.28,14.6,8.65,5.95,11.33,1.57,3.05,0.58,2.47,2.17,3.96,0.8,3.16,1994,1,1994-01
1994-11-06,Makwanpur,27.4,85.0,0.0,94.76,5.09,30.14,21.51,3.1,29.22,16.66,12.57,19.55,2.03,3.07,0.52,2.56,2.64,3.42,0.47,2.95,1994,11,1994-11
1994-02-27,Makwanpur,27.4,85.0,0.0,94.16,3.26,22.26,19.11,-2.9,27.95,11.95,16.0,18.13,2.88,5.34,1.04,4.3,3.84,6.22,0.97,5.26,1994,2,1994-02
1994-07-03,Makwanpur,27.4,85.0,3.58,93.74,16.72,65.23,28.2,20.99,32.95,23.42,9.53,28.98,3.9,7.17,1.15,6.01,5.55,8.56,1.61,6.95,1994,7,1994-07
1994-03-18,Makwanpur,27.4,85.0,0.0,93.92,3.52,16.02,25.73,-1.77,34.26,17.54,16.72,24.91,2.63,5.17,0.68,4.49,3.23,5.27,0.96,4.32,1994,3,1994-03
1994-04-30,Makwanpur,27.4,85.0,0.16,93.85,4.84,17.57,29.58,2.42,36.63,22.36,14.26,30.42,1.98,3.64,0.18,3.46,2.28,3.55,0.33,3.22,1994,4,1994-04
1994-06-02,Makwanpur,27.4,85.0,0.29,93.0,6.5,18.3,33.91,6.2,41.46,26.23,15.23,34.73,2.77,4.92,0.9,4.01,3.52,5.11,0.86,4.25,1994,6,1994-06
1994-05-07,Makwanpur,27.4,85.0,1.77,93.56,5.82,19.08,31.32,4.92,38.8,23.4,15.39,32.43,2.64,4.58,1.14,3.44,3.42,5.38,1.32,4.06,1994,5,1994-05
1994-07-13,Manang,28.6,84.2,0.0,61.46,9.71,75.95,10.33,5.74,15.84,6.23,9.62,13.26,3.0,6.04,0.35,5.69,2.64,5.09,0.47,4.61,1994,7,1994-07
1994-02-03,Manang,28.6,84.2,0.02,60.98,1.76,51.52,-8.0,-15.64,-0.95,-12.36,11.41,-8.93,2.15,5.64,0.65,4.99,2.11,4.87,0.79,4.08,1994,2,1994-02
1994-01-16,Manang,28.6,84.2,4.75,60.49,1.94,77.19,-12.01,-15.24,-8.36,-16.38,8.02,-11.99,3.23,6.45,1.04,5.41,3.38,6.16,1.36,4.81,1994,1,1994-01
1994-11-06,Manang,28.6,84.2,0.0,61.82,2.55,51.54,-2.98,-11.25,3.98,-7.81,11.8,-3.36,2.06,5.93,0.17,5.76,1.86,5.09,0.21,4.88,1994,11,1994-11
1994-02-27,Manang,28.6,84.2,0.0,61.1,1.8,47.3,-6.63,-15.68,1.19,-11.61,12.8,-6.84,4.01,9.37,1.08,8.29,4.65,9.42,1.99,7.43,1994,2,1994-02
1994-07-03,Manang,28.6,84.2,0.8,61.78,9.35,74.96,10.04,5.35,15.31,6.26,9.05,13.18,3.43,6.08,1.04,5.04,2.87,4.87,0.83,4.04,1994,7,1994-07
1994-03-18,Manang,28.6,84.2,0.0,61.63,1.97,27.34,2.1,-13.89,11.02,-4.75,15.77,1.61,2.95,6.11,1.36,4.75,3.13,5.8,1.67,4.13,1994,3,1994-03
1994-04-30,Manang,28.6,84.2,0.12,61.56,3.64,50.51,2.12,-6.89,8.13,-2.15,10.28,4.93,2.83,6.02,0.48,5.54,2.49,5.19,0.52,4.67,1994,4,1994-04
1994-06-02,Manang,28.6,84.2,0.0,61.44,3.88,39.84,6.35,-6.36,15.1,-1.91,17.01,9.45,3.43,7.84,0.24,7.61,3.34,6.88,0.36,6.53,1994,6,1994-06
1994-05-07,Manang,28.6,84.2,1.41,61.6,4.31,52.08,4.06,-4.94,11.27,-1.82,13.08,7.12,2.46,5.94,0.35,5.59,2.22,5.15,0.35,4.8,1994,5,1994-05
1994-07-13,Morang,26.5,87.3,0.84,93.04,18.25,67.98,28.85,22.3,33.48,24.69,8.79,30.06,3.84,6.04,1.88,4.16,5.19,6.85,3.65,3.2,1994,7,1994-07
1994-02-03,Morang,26.5,87.3,0.0,94.37,5.01,43.77,15.22,2.81,21.51,10.4,11.11,14.88,1.77,3.17,0.59,2.58,2.04,3.02,0.84,2.18,1994,2,1994-02
1994-01-16,Morang,26.5,87.3,7.25,94.01,7.22,75.09,12.47,7.98,17.56,8.81,8.75,12.98,2.48,3.69,0.9,2.78,3.44,4.42,0.97,3.45,1994,1,1994-01
1994-11-06,Morang,26.5,87.3,0.0,94.67,5.48,31.98,21.72,4.11,29.44,15.53,13.91,19.99,1.85,2.85,0.79,2.06,2.27,2.86,1.17,1.69,1994,11,1994-11
1994-02-27,Morang,26.5,87.3,0.01,94.07,2.9,20.68,18.4,-4.24,26.76,11.02,15.73,17.36,2.45,4.75,0.75,4.01,2.9,5.17,1.13,4.03,1994,2,1994-02
1994-07-03,Morang,26.5,87.3,1.77,93.73,16.92,68.61,27.52,21.18,32.58,23.61,8.97,28.52,4.47,8.43,2.0,6.43,5.98,10.16,3.36,6.8,1994,7,1994-07
1994-03-18,Morang,26.5,87.3,0.0,93.88,4.4,20.77,25.11,1.06,33.03,18.31,14.72,24.89,2.93,5.02,1.19,3.83,3.65,5.01,1.72,3.29,1994,3,1994-03
1994-04-30,Morang,26.5,87.3,1.21,93.77,6.11,22.58,29.25,5.66,36.06,23.13,12.93,30.46,2.17,3.6,0.88,2.72,2.64,3.77,1.27,2.5,1994,4,1994-04
1994-06-02,Morang,26.5,87.3,0.99,93.02,12.3,41.07,30.81,15.61,38.08,23.68,14.4,32.07,2.81,4.1,1.7,2.4,3.49,4.96,1.83,3.13,1994,6,1994-06
1994-05-07,Morang,26.5,87.3,0.22,93.51,5.76,18.63,31.55,4.81,38.34,24.31,14.04,32.44,2.28,4.26,0.56,3.7,2.69,4.62,0.67,3.95,1994,5,1994-05
1994-07-13,Mugu,29.5,82.1,0.05,61.52,9.7,73.21,10.87,5.93,17.41,6.15,11.26,13.65,3.26,6.58,0.11,6.48,3.06,5.96,0.23,5.72,1994,7,1994-07
1994-02-03,Mugu,29.5,82.1,0.52,61.09,1.65,49.27,-8.23,-15.79,-0.73,-13.79,13.07,-8.41,2.32,6.58,0.28,6.3,2.31,6.2,0.31,5.89,1994,2,1994-02
1994-01-16,Mugu,29.5,82.1,1.95,60.56,1.37,63.46,-13.84,-18.01,-8.28,-17.93,9.65,-13.97,2.2,5.62,0.18,5.45,2.2,5.43,0.08,5.35,1994,1,1994-01
1994-11-06,Mugu,29.5,82.1,0.0,61.87,2.25,45.78,-3.04,-12.41,3.75,-7.0,10.75,-3.18,1.93,5.22,0.17,5.05,1.9,4.76,0.29,4.47,1994,11,1994-11
1994-02-27,Mugu,29.5,82.1,0.0,61.19,2.42,67.43,-7.37,-11.85,-1.18,-12.29,11.12,-6.91,4.43,10.33,0.8,9.53,5.04,10.71,1.42,9.29,1994,2,1994-02
1994-07-03,Mugu,29.5,82.1,2.57,61.87,8.32,72.96,8.74,3.92,14.17,4.48,9.68,11.06,2.56,5.28,0.21,5.07,2.4,4.57,0.18,4.39,1994,7,1994-07
1994-03-18,Mugu,29.5,82.1,0.0,61.79,1.87,25.67,2.32,-14.15,11.56,-3.39,14.94,1.98,3.07,8.45,0.16,8.29,3.2,8.4,0.39,8.01,1994,3,1994-03
1994-04-30,Mugu,29.5,82.1,0.01,61.66,3.79,53.17,1.96,-6.39,9.11,-2.72,11.83,4.69,3.54,7.49,1.08,6.41,3.53,7.26,1.24,6.03,1994,4,1994-04
1994-06-02,Mugu,29.5,82.1,0.0,61.53,3.85,39.21,6.51,-6.23,14.69,-1.39,16.08,9.42,3.28,7.08,0.44,6.65,3.32,6.53,0.5,6.03,1994,6,1994-06
1994-05-07,Mugu,29.5,82.1,0.01,61.7,4.12,49.22,4.26,-5.4,12.44,-2.24,14.68,7.05,2.28,6.16,0.27,5.9,2.23,5.67,0.29,5.38,1994,5,1994-05
1994-07-13,Mustang,28.9,83.8,0.01,63.11,10.21,80.0,10.69,6.7,15.87,7.27,8.6,13.29,2.29,4.96,0.68,4.29,1.96,3.95,0.71,3.24,1994,7,1994-07
1994-02-03,Mustang,28.9,83.8,0.02,62.7,1.82,50.32,-6.92,-14.89,0.41,-11.28,11.69,-8.3,2.35,5.9,0.9,5.0,2.25,4.99,1.14,3.85,1994,2,1994-02
1994-01-16,Mustang,28.9,83.8,5.29,62.23,2.05,79.42,-11.35,-14.66,-7.33,-15.71,8.38,-11.61,2.41,4.93,0.28,4.65,2.35,4.45,0.33,4.12,1994,1,1994-01
1994-11-06,Mustang,28.9,83.8,0.0,63.53,2.82,52.74,-1.57,-9.98,4.95,-5.95,10.91,-2.57,1.95,5.46,0.35,5.11,1.73,4.52,0.32,4.19,1994,11,1994-11
1994-02-27,Mustang,28.9,83.8,0.0,62.79,1.8,43.92,-5.26,-15.18,2.72,-10.91,13.63,-6.16,3.97,9.15,1.45,7.7,4.49,9.13,1.99,7.14,1994,2,1994-02
1994-07-03,Mustang,28.9,83.8,1.37,63.45,9.88,79.65,10.35,6.51,15.1,6.68,8.42,13.08,2.94,5.3,1.07,4.22,2.39,4.0,0.62,3.38,1994,7,1994-07
1994-03-18,Mustang,28.9,83.8,0.0,63.29,2.05,26.03,3.76,-13.25,12.6,-2.54,15.13,2.98,2.99,6.36,1.25,5.12,3.07,5.94,1.5,4.43,1994,3,1994-03
1994-04-30,Mustang,28.9,83.8,0.21,63.25,3.86,49.14,3.7,-5.91,9.72,-0.75,10.47,6.36,2.74,5.91,0.33,5.58,2.42,5.01,0.35,4.66,1994,4,1994-04
