Date,District,Latitude,Longitude,Precip,Pressure,Humidity_2m,RH_2m,Temp_2m,WetBulbTemp_2m,MaxTemp_2m,MinTemp_2m,TempRange_2m,EarthSkinTemp,WindSpeed_10m,MaxWindSpeed_10m,MinWindSpeed_10m,WindSpeedRange_10m,WindSpeed_50m,MaxWindSpeed_50m,MinWindSpeed_50m,WindSpeedRange_50m,Year,Month,YearMonth
1982-07-13,Kabhre,27.6,85.6,2.29,77.72,13.92,84.72,17.77,14.69,21.09,15.4,5.69,19.3,2.71,5.28,0.65,4.62,2.55,4.47,0.67,3.8,1982,7,1982-07
1982-02-03,Kabhre,27.6,85.6,0.33,77.97,4.28,72.14,2.67,-2.97,6.77,-0.55,7.33,0.39,1.08,2.73,0.15,2.58,1.13,2.31,0.37,1.94,1982,2,1982-02
1982-01-16,Kabhre,27.6,85.6,0.0,78.04,2.68,38.87,4.87,-8.47,12.08,-0.52,12.61,2.05,1.97,4.75,0.45,4.31,1.89,3.95,0.6,3.35,1982,1,1982-01
1982-11-06,Kabhre,27.6,85.6,0.0,78.08,5.22,56.66,9.04,0.45,14.95,5.46,9.49,7.84,2.08,4.58,0.48,4.1,1.98,3.55,0.52,3.03,1982,11,1982-11
1982-02-27,Kabhre,27.6,85.6,0.07,78.08,3.63,42.04,8.12,-4.44,15.35,3.37,11.98,6.31,2.37,5.37,0.84,4.53,2.43,4.85,1.05,3.8,1982,2,1982-02
1982-07-03,Kabhre,27.6,85.6,18.42,77.45,11.54,61.85,19.77,11.75,25.22,14.73,10.49,21.14,2.59,5.05,0.77,4.29,2.52,4.27,0.88,3.39,1982,7,1982-07
1982-03-18,Kabhre,27.6,85.6,0.16,77.91,5.08,50.55,10.33,-0.05,17.06,5.34,11.72,10.18,2.38,5.2,0.37,4.84,2.42,4.61,0.52,4.09,1982,3,1982-03
1982-04-30,Kabhre,27.6,85.6,0.0,77.82,5.25,38.27,15.05,0.55,21.93,9.3,12.63,15.62,2.86,6.18,0.68,5.5,2.82,5.61,0.95,4.66,1982,4,1982-04
1982-06-02,Kabhre,27.6,85.6,0.01,77.7,7.17,40.38,19.07,4.76,25.6,11.99,13.61,20.71,2.81,5.38,0.54,4.84,2.82,4.68,0.78,3.9,1982,6,1982-06
1982-05-07,Kabhre,27.6,85.6,0.0,77.99,6.24,38.99,17.49,3.09,24.32,11.11,13.21,19.1,3.16,6.25,0.6,5.65,3.43,6.18,0.77,5.42,1982,5,1982-05
1982-07-13,Kailali,28.8,80.8,2.14,92.76,15.85,52.89,30.74,19.93,35.71,26.21,9.5,32.4,1.92,3.55,0.5,3.05,2.49,3.56,0.6,2.96,1982,7,1982-07
1982-02-03,Kailali,28.8,80.8,0.87,93.89,5.96,58.24,13.41,5.32,18.71,9.4,9.32,11.96,1.47,2.6,0.8,1.8,1.87,2.81,1.02,1.79,1982,2,1982-02
1982-01-16,Kailali,28.8,80.8,0.0,93.94,3.6,34.26,13.82,-1.79,22.03,9.27,12.76,10.75,1.92,3.51,0.45,3.07,2.47,3.77,0.67,3.09,1982,1,1982-01
1982-11-06,Kailali,28.8,80.8,0.0,93.68,6.53,44.71,18.92,6.45,26.3,13.48,12.82,17.5,2.25,3.39,0.59,2.8,3.0,4.15,0.82,3.33,1982,11,1982-11
1982-02-27,Kailali,28.8,80.8,7.01,93.87,5.87,44.94,17.2,4.59,24.73,12.42,12.3,15.77,2.04,3.18,1.08,2.1,2.94,4.99,1.6,3.4,1982,2,1982-02
1982-07-03,Kailali,28.8,80.8,0.02,92.4,11.41,35.83,31.77,14.61,38.83,24.68,14.15,31.92,3.59,6.95,1.56,5.39,5.08,8.49,2.41,6.07,1982,7,1982-07
1982-03-18,Kailali,28.8,80.8,0.0,93.47,7.39,45.5,20.6,8.31,28.26,14.17,14.09,20.63,2.35,3.83,1.19,2.64,3.32,4.94,1.59,3.36,1982,3,1982-03
1982-04-30,Kailali,28.8,80.8,0.18,93.21,8.71,40.47,25.19,10.63,33.13,18.44,14.7,25.56,3.24,6.57,0.67,5.89,4.33,7.75,0.84,6.91,1982,4,1982-04
1982-06-02,Kailali,28.8,80.8,0.01,92.75,7.33,24.88,30.52,7.94,38.49,22.44,16.05,30.87,3.03,5.43,1.6,3.83,4.06,6.42,2.15,4.27,1982,6,1982-06
1982-05-07,Kailali,28.8,80.8,0.0,93.29,8.43,30.62,29.42,10.18,37.34,20.97,16.36,29.63,2.71,5.06,0.55,4.51,3.49,5.71,0.59,5.13,1982,5,1982-05
1982-07-13,Kanchanpur,29.0,80.2,0.64,88.29,14.15,52.15,28.17,17.3,32.92,23.35,9.57,30.22,2.02,4.15,0.26,3.89,2.26,3.86,0.4,3.46,1982,7,1982-07
1982-02-03,Kanchanpur,29.0,80.2,2.03,89.13,5.47,62.3,10.3,3.26,15.09,5.68,9.41,9.29,1.64,2.79,0.62,2.16,2.07,3.84,0.82,3.02,1982,2,1982-02
1982-01-16,Kanchanpur,29.0,80.2,0.0,89.2,3.02,31.46,11.67,-4.88,20.38,7.12,13.27,8.24,2.08,4.16,0.81,3.35,2.52,4.18,0.88,3.29,1982,1,1982-01
1982-11-06,Kanchanpur,29.0,80.2,0.0,89.03,6.27,47.59,16.51,5.1,23.89,11.45,12.43,14.81,2.22,4.24,0.08,4.16,2.85,4.3,0.11,4.19,1982,11,1982-11
1982-02-27,Kanchanpur,29.0,80.2,5.71,89.19,5.67,48.59,14.63,3.38,21.46,10.13,11.34,13.65,1.49,2.05,0.16,1.89,1.99,3.52,0.22,3.3,1982,2,1982-02
1982-07-03,Kanchanpur,29.0,80.2,0.01,87.98,10.71,38.54,28.55,12.84,35.74,21.41,14.32,28.95,3.62,7.05,1.45,5.6,4.75,8.2,1.97,6.23,1982,7,1982-07
1982-03-18,Kanchanpur,29.0,80.2,0.0,88.85,6.75,47.66,17.61,6.15,25.17,11.52,13.65,17.61,2.37,4.35,1.13,3.22,3.1,4.29,1.76,2.53,1982,3,1982-03
1982-04-30,Kanchanpur,29.0,80.2,2.72,88.65,8.86,48.93,21.5,10.06,29.02,14.72,14.3,21.73,2.91,5.93,1.08,4.85,3.65,6.54,1.32,5.23,1982,4,1982-04
1982-06-02,Kanchanpur,29.0,80.2,0.0,88.31,7.77,31.43,26.64,8.01,34.06,19.55,14.51,26.89,2.91,5.47,1.16,4.31,3.73,6.08,1.47,4.61,1982,6,1982-06
1982-05-07,Kanchanpur,29.0,80.2,0.09,88.8,8.85,38.9,25.32,10.12,32.72,17.51,15.21,25.56,2.49,4.81,0.58,4.23,3.01,5.1,0.79,4.31,1982,5,1982-05
1982-07-13,Kaski,28.2,84.0,14.65,77.91,14.34,86.64,17.91,15.12,20.88,15.41,5.47,18.99,2.7,5.45,0.18,5.27,2.56,4.75,0.32,4.43,1982,7,1982-07
1982-02-03,Kaski,28.2,84.0,0.15,78.15,4.45,75.45,2.64,-2.36,6.62,-0.44,7.07,0.87,1.36,3.42,0.23,3.19,1.32,2.83,0.31,2.52,1982,2,1982-02
1982-01-16,Kaski,28.2,84.0,0.0,78.25,2.71,38.67,5.11,-8.15,12.08,-0.04,12.11,2.26,1.92,4.37,0.45,3.91,1.72,3.52,0.47,3.05,1982,1,1982-01
1982-11-06,Kaski,28.2,84.0,0.0,78.28,5.05,54.42,9.21,-0.01,15.24,5.13,10.12,7.55,2.03,4.41,0.33,4.09,1.94,3.37,0.39,2.98,1982,11,1982-11
1982-02-27,Kaski,28.2,84.0,0.2,78.29,3.9,46.9,7.56,-3.55,15.55,1.14,14.42,6.61,2.41,4.84,0.35,4.49,2.32,4.21,0.43,3.78,1982,2,1982-02
1982-07-03,Kaski,28.2,84.0,20.72,77.64,11.82,63.67,19.73,12.15,25.26,14.67,10.59,20.86,2.34,4.88,0.29,4.6,2.26,4.14,0.41,3.73,1982,7,1982-07
1982-03-18,Kaski,28.2,84.0,0.0,78.11,5.05,51.96,9.86,-0.12,16.93,3.85,13.08,9.86,2.22,4.56,0.28,4.28,2.19,3.94,0.36,3.57,1982,3,1982-03
1982-04-30,Kaski,28.2,84.0,0.0,78.01,5.57,39.87,15.34,1.4,22.34,8.83,13.51,16.3,2.81,6.04,0.13,5.91,2.63,5.16,0.26,4.9,1982,4,1982-04
1982-06-02,Kaski,28.2,84.0,0.0,77.88,5.72,31.61,19.44,1.93,26.26,12.07,14.2,21.07,2.8,5.36,0.53,4.83,2.8,4.73,0.65,4.08,1982,6,1982-06
1982-05-07,Kaski,28.2,84.0,0.0,78.18,6.07,37.31,17.78,2.69,25.07,10.78,14.29,19.46,2.97,6.23,0.33,5.91,3.08,6.07,0.48,5.59,1982,5,1982-05
1982-07-13,Kathmandu,27.7,85.3,4.35,83.54,15.38,81.34,21.18,17.55,24.36,18.71,5.66,22.31,2.7,5.1,0.55,4.55,2.89,4.69,0.88,3.81,1982,7,1982-07
1982-02-03,Kathmandu,27.7,85.3,0.31,84.08,5.05,68.9,6.79,0.65,10.64,3.75,6.89,4.85,1.1,2.35,0.24,2.12,1.24,2.4,0.24,2.16,1982,2,1982-02
1982-01-16,Kathmandu,27.7,85.3,0.0,84.13,3.08,36.83,8.75,-5.62,15.85,3.92,11.93,6.0,1.88,4.76,0.53,4.23,1.87,4.11,0.69,3.42,1982,1,1982-01
1982-11-06,Kathmandu,27.7,85.3,0.0,84.09,5.67,51.09,12.97,2.79,19.09,8.91,10.17,11.63,2.21,4.3,0.71,3.59,2.32,3.54,0.92,2.62,1982,11,1982-11
1982-02-27,Kathmandu,27.7,85.3,0.08,84.11,4.0,37.65,12.31,-2.05,19.78,7.62,12.16,10.88,2.32,4.95,0.78,4.16,2.51,4.44,0.77,3.67,1982,2,1982-02
1982-07-03,Kathmandu,27.7,85.3,22.56,83.21,12.81,56.94,24.0,14.58,29.41,18.78,10.63,24.92,2.24,4.48,0.19,4.29,2.37,4.13,0.42,3.71,1982,7,1982-07
1982-03-18,Kathmandu,27.7,85.3,0.05,83.87,5.62,43.35,15.33,2.56,22.24,9.52,12.72,15.24,2.36,4.82,0.41,4.41,2.5,4.4,0.45,3.94,1982,3,1982-03
1982-04-30,Kathmandu,27.7,85.3,0.0,83.71,5.7,33.13,19.77,2.8,26.87,13.69,13.18,20.45,2.7,5.66,0.12,5.54,2.82,5.3,0.29,5.01,1982,4,1982-04
1982-06-02,Kathmandu,27.7,85.3,0.01,83.47,7.26,32.09,24.2,6.14,31.12,16.71,14.41,25.52,2.8,4.99,0.71,4.28,3.0,4.49,0.82,3.67,1982,6,1982-06
1982-05-07,Kathmandu,27.7,85.3,0.0,83.83,6.29,30.45,22.78,4.31,30.11,16.26,13.85,24.16,3.22,6.5,0.69,5.82,3.76,7.04,0.97,6.07,1982,5,1982-05
1982-07-13,Lalitpur,27.6,85.3,4.35,83.54,15.38,81.34,21.18,17.55,24.36,18.71,5.66,22.31,2.7,5.1,0.55,4.55,2.89,4.69,0.88,3.81,1982,7,1982-07
1982-02-03,Lalitpur,27.6,85.3,0.31,84.08,5.05,68.9,6.79,0.65,10.64,3.75,6.89,4.85,1.1,2.35,0.24,2.12,1.24,2.4,0.24,2.16,1982,2,1982-02
1982-01-16,Lalitpur,27.6,85.3,0.0,84.13,3.08,36.83,8.75,-5.62,15.85,3.92,11.93,6.0,1.88,4.76,0.53,4.23,1.87,4.11,0.69,3.42,1982,1,1982-01
1982-11-06,Lalitpur,27.6,85.3,0.0,84.09,5.67,51.09,12.97,2.79,19.09,8.91,10.17,11.63,2.21,4.3,0.71,3.59,2.32,3.54,0.92,2.62,1982,11,1982-11
1982-02-27,Lalitpur,27.6,85.3,0.08,84.11,4.0,37.65,12.31,-2.05,19.78,7.62,12.16,10.88,2.32,4.95,0.78,4.16,2.51,4.44,0.77,3.67,1982,2,1982-02
1982-07-03,Lalitpur,27.6,85.3,22.56,83.21,12.81,56.94,24.0,14.58,29.41,18.78,10.63,24.92,2.24,4.48,0.19,4.29,2.37,4.13,0.42,3.71,1982,7,1982-07
1982-03-18,Lalitpur,27.6,85.3,0.05,83.87,5.62,43.35,15.33,2.56,22.24,9.52,12.72,15.24,2.36,4.82,0.41,4.41,2.5,4.4,0.45,3.94,1982,3,1982-03
1982-04-30,Lalitpur,27.6,85.3,0.0,83.71,5.7,33.13,19.77,2.8,26.87,13.69,13.18,20.45,2.7,5.66,0.12,5.54,2.82,5.3,0.29,5.01,1982,4,1982-04
1982-06-02,Lalitpur,27.6,85.3,0.01,83.47,7.26,32.09,24.2,6.14,31.12,16.71,14.41,25.52,2.8,4.99,0.71,4.28,3.0,4.49,0.82,3.67,1982,6,1982-06
1982-05-07,Lalitpur,27.6,85.3,0.0,83.83,6.29,30.45,22.78,4.31,30.11,16.26,13.85,24.16,3.22,6.5,0.69,5.82,3.76,7.04,0.97,6.07,1982,5,1982-05
1982-07-13,Lamjung,28.3,84.4,11.47,77.37,14.11,86.37,17.6,14.73,20.59,15.12,5.47,18.72,2.74,5.56,0.16,5.39,2.54,4.77,0.3,4.48,1982,7,1982-07
1982-02-03,Lamjung,28.3,84.4,0.15,77.58,4.34,75.43,2.19,-2.9,6.13,-0.89,7.03,0.27,1.41,3.47,0.24,3.23,1.36,2.86,0.32,2.54,1982,2,1982-02
1982-01-16,Lamjung,28.3,84.4,0.0,77.68,2.61,37.89,4.77,-8.69,11.71,-0.48,12.19,2.03,1.91,4.28,0.42,3.86,1.69,3.38,0.49,2.88,1982,1,1982-01
1982-11-06,Lamjung,28.3,84.4,0.0,77.72,4.98,55.01,8.74,-0.32,14.86,4.73,10.13,7.25,2.03,4.4,0.35,4.06,1.92,3.32,0.43,2.89,1982,11,1982-11
1982-02-27,Lamjung,28.3,84.4,0.12,77.73,3.76,46.65,7.02,-4.13,14.99,0.58,14.41,6.21,2.45,4.87,0.29,4.58,2.32,4.01,0.44,3.57,1982,2,1982-02
1982-07-03,Lamjung,28.3,84.4,21.2,77.1,11.8,64.78,19.3,11.95,24.71,14.37,10.34,20.51,2.33,4.92,0.2,4.72,2.19,4.06,0.27,3.8,1982,7,1982-07
1982-03-18,Lamjung,28.3,84.4,0.0,77.55,4.94,52.21,9.36,-0.53,16.36,3.47,12.88,9.49,2.22,4.52,0.27,4.25,2.16,3.85,0.34,3.5,1982,3,1982-03
1982-04-30,Lamjung,28.3,84.4,0.0,77.46,5.45,40.16,14.78,0.98,21.69,8.1,13.59,15.84,2.78,5.95,0.15,5.8,2.56,4.93,0.27,4.66,1982,4,1982-04
1982-06-02,Lamjung,28.3,84.4,0.0,77.34,5.8,33.01,18.83,2.01,25.53,11.55,13.99,20.53,2.8,5.29,0.61,4.68,2.78,4.63,0.78,3.85,1982,6,1982-06
1982-05-07,Lamjung,28.3,84.4,0.0,77.63,6.01,37.78,17.32,2.45,24.39,10.57,13.82,19.08,2.85,6.01,0.13,5.88,2.86,5.75,0.24,5.51,1982,5,1982-05
1982-07-13,Mahottari,26.7,85.8,2.98,97.31,18.26,69.31,29.3,23.06,33.14,25.62,7.52,30.38,3.78,4.47,2.22,2.25,5.0,5.58,4.18,1.4,1982,7,1982-07
1982-02-03,Mahottari,26.7,85.8,0.67,98.61,7.16,64.74,15.36,8.73,22.14,10.81,11.33,15.44,1.82,2.93,0.51,2.42,2.93,5.71,0.62,5.09,1982,2,1982-02
1982-01-16,Mahottari,26.7,85.8,0.0,98.59,4.39,38.79,15.73,1.74,24.24,10.96,13.27,14.56,2.2,3.72,0.44,3.28,3.22,4.78,0.66,4.13,1982,1,1982-01
1982-11-06,Mahottari,26.7,85.8,0.0,98.28,7.21,43.21,21.87,8.75,29.11,15.64,13.47,21.36,2.31,3.95,0.41,3.54,3.57,5.23,0.55,4.68,1982,11,1982-11
1982-02-27,Mahottari,26.7,85.8,0.21,98.39,4.74,32.38,19.78,2.71,28.98,13.3,15.68,19.34,2.79,4.92,1.16,3.76,4.28,7.34,1.17,6.17,1982,2,1982-02
1982-07-03,Mahottari,26.7,85.8,9.45,96.77,14.42,43.6,33.25,19.09,39.78,26.7,13.08,33.87,3.27,5.3,1.58,3.72,5.09,7.33,2.19,5.15,1982,7,1982-07
1982-03-18,Mahottari,26.7,85.8,0.62,97.91,7.25,34.69,25.55,8.77,33.1,18.97,14.13,25.45,2.33,3.42,0.77,2.65,3.34,5.84,1.1,4.74,1982,3,1982-03
1982-04-30,Mahottari,26.7,85.8,0.04,97.62,7.6,30.23,28.66,9.41,37.45,20.05,17.4,29.62,4.08,7.12,1.73,5.38,6.17,8.43,2.51,5.92,1982,4,1982-04
1982-06-02,Mahottari,26.7,85.8,0.05,97.07,11.21,31.85,34.46,14.98,41.61,26.75,14.86,35.75,2.62,4.48,0.9,3.58,3.53,5.84,1.42,4.42,1982,6,1982-06
1982-05-07,Mahottari,26.7,85.8,0.0,97.57,6.54,20.24,33.06,7.19,41.75,24.28,17.47,34.41,4.17,7.57,2.02,5.56,6.54,9.51,2.49,7.02,1982,5,1982-05
1982-07-13,Makwanpur,27.4,85.0,4.74,93.46,17.47,72.08,27.17,21.66,30.79,24.02,6.77,28.12,3.24,4.37,1.48,2.88,4.25,4.9,3.01,1.89,1982,7,1982-07
1982-02-03,Makwanpur,27.4,85.0,0.5,94.55,6.62,66.1,13.18,6.84,18.05,10.07,7.98,12.41,1.51,2.93,0.31,2.62,2.25,3.95,0.42,3.54,1982,2,1982-02
1982-01-16,Makwanpur,27.4,85.0,0.0,94.55,4.04,37.94,14.13,-0.06,21.77,9.83,11.94,12.04,1.91,3.77,0.36,3.41,2.47,3.71,0.38,3.33,1982,1,1982-01
1982-11-06,Makwanpur,27.4,85.0,0.0,94.32,6.56,43.22,19.67,6.74,26.22,14.56,11.66,18.49,2.27,3.14,0.47,2.67,3.19,4.44,0.63,3.81,1982,11,1982-11
1982-02-27,Makwanpur,27.4,85.0,0.11,94.4,4.56,32.94,18.23,1.51,26.63,12.75,13.88,17.18,2.54,4.66,0.45,4.21,3.53,5.28,0.4,4.89,1982,2,1982-02
1982-07-03,Makwanpur,27.4,85.0,18.9,92.98,14.15,46.94,30.9,18.12,36.77,25.16,11.6,31.34,2.59,4.5,1.11,3.39,3.73,5.19,1.59,3.6,1982,7,1982-07
1982-03-18,Makwanpur,27.4,85.0,0.12,94.0,6.63,34.97,23.25,6.85,30.44,17.21,13.22,22.89,2.2,3.73,0.76,2.97,2.89,4.89,1.06,3.83,1982,3,1982-03
1982-04-30,Makwanpur,27.4,85.0,0.01,93.74,6.92,29.75,26.63,7.35,34.82,19.59,15.23,27.31,3.2,6.26,0.63,5.62,4.39,7.06,0.88,6.18,1982,4,1982-04
1982-06-02,Makwanpur,27.4,85.0,0.02,93.28,9.04,28.3,32.04,11.13,39.16,24.47,14.69,32.88,2.72,4.07,1.48,2.6,3.41,4.52,2.12,2.4,1982,6,1982-06
1982-05-07,Makwanpur,27.4,85.0,0.0,93.75,6.41,21.81,30.67,6.3,38.97,23.03,15.95,31.84,3.95,7.74,1.85,5.89,5.67,9.39,2.41,6.98,1982,5,1982-05
1982-07-13,Manang,28.6,84.2,7.42,61.54,9.34,80.58,8.88,5.1,14.11,5.05,9.06,11.36,2.61,5.45,0.49,4.96,2.35,4.55,0.44,4.11,1982,7,1982-07
1982-02-03,Manang,28.6,84.2,0.1,60.95,2.24,83.01,-11.05,-14.04,-5.59,-14.89,9.3,-14.92,2.18,5.33,0.39,4.93,2.33,4.94,0.56,4.38,1982,2,1982-02
1982-01-16,Manang,28.6,84.2,0.0,61.23,1.32,38.57,-7.9,-18.44,0.33,-15.26,15.59,-9.75,2.39,3.38,1.32,2.05,2.59,3.59,1.86,1.73,1982,1,1982-01
1982-11-06,Manang,28.6,84.2,0.0,61.41,3.15,59.26,-2.12,-9.29,4.79,-7.8,12.59,-2.65,1.76,3.85,0.73,3.12,1.92,3.59,1.0,2.59,1982,11,1982-11
1982-02-27,Manang,28.6,84.2,0.04,61.37,2.64,77.21,-7.94,-11.75,0.99,-16.79,17.77,-9.29,2.7,5.69,0.47,5.22,2.62,5.27,0.68,4.59,1982,2,1982-02
1982-07-03,Manang,28.6,84.2,14.37,61.39,8.26,73.72,8.36,3.59,14.92,3.19,11.73,11.03,2.79,6.04,0.24,5.81,2.42,4.91,0.34,4.57,1982,7,1982-07
1982-03-18,Manang,28.6,84.2,0.0,61.25,3.06,72.72,-5.26,-9.7,1.52,-10.58,12.1,-5.65,2.24,4.95,0.35,4.61,2.3,4.44,0.5,3.94,1982,3,1982-03
1982-04-30,Manang,28.6,84.2,0.0,61.41,4.07,57.91,1.72,-6.0,8.98,-4.85,13.83,3.33,3.01,7.44,0.31,7.13,2.9,6.75,0.47,6.28,1982,4,1982-04
1982-06-02,Manang,28.6,84.2,0.0,61.51,4.78,56.53,4.34,-3.64,10.57,-1.27,11.84,7.04,3.49,7.44,0.27,7.17,3.52,6.61,0.81,5.81,1982,6,1982-06
1982-05-07,Manang,28.6,84.2,0.0,61.65,4.82,60.17,3.61,-3.76,10.01,-1.82,11.84,6.19,3.15,7.27,0.24,7.03,2.99,6.34,0.45,5.89,1982,5,1982-05
1982-07-13,Morang,26.5,87.3,2.99,93.46,18.45,85.15,25.26,22.52,27.92,22.54,5.38,25.8,2.07,3.6,1.03,2.57,2.65,3.64,1.64,2.01,1982,7,1982-07
1982-02-03,Morang,26.5,87.3,0.4,94.44,6.32,60.13,13.89,6.09,20.97,10.0,10.97,13.51,1.55,3.49,0.41,3.08,2.12,3.44,0.64,2.8,1982,2,1982-02
1982-01-16,Morang,26.5,87.3,0.0,94.45,4.21,37.68,14.88,0.55,22.0,10.3,11.69,12.51,1.69,3.07,0.9,2.17,2.05,2.89,0.68,2.21,1982,1,1982-01
1982-11-06,Morang,26.5,87.3,0.0,94.27,7.55,51.73,19.02,8.73,25.28,14.35,10.93,17.95,2.3,3.29,0.94,2.35,3.11,4.12,1.35,2.77,1982,11,1982-11
1982-02-27,Morang,26.5,87.3,0.07,94.3,4.59,33.51,18.04,1.64,25.81,11.84,13.97,16.8,2.46,4.93,0.87,4.06,3.12,5.38,1.29,4.09,1982,2,1982-02
1982-07-03,Morang,26.5,87.3,7.1,92.96,15.37,53.89,29.91,19.42,34.51,25.13,9.38,30.19,1.55,3.15,0.27,2.88,1.78,3.16,0.53,2.63,1982,7,1982-07
1982-03-18,Morang,26.5,87.3,4.21,93.94,7.33,40.54,22.45,8.23,29.36,16.23,13.13,22.16,2.2,3.51,0.29,3.21,2.71,4.15,0.39,3.76,1982,3,1982-03
1982-04-30,Morang,26.5,87.3,0.1,93.65,8.03,36.97,25.45,9.48,32.95,18.42,14.52,25.38,3.21,5.68,1.6,4.08,4.46,6.59,2.4,4.19,1982,4,1982-04
1982-06-02,Morang,26.5,87.3,1.07,93.26,14.02,47.55,30.57,17.91,36.72,24.18,12.54,32.24,2.37,3.76,1.0,2.76,2.96,4.1,1.62,2.47,1982,6,1982-06
1982-05-07,Morang,26.5,87.3,0.06,93.67,9.37,35.97,28.54,11.7,35.15,21.71,13.44,28.93,2.64,3.48,1.5,1.98,3.7,6.79,2.44,4.35,1982,5,1982-05
1982-07-13,Mugu,29.5,82.1,0.65,61.64,7.98,66.45,9.45,3.08,16.42,3.21,13.21,12.41,3.11,6.88,0.14,6.73,2.97,6.15,0.21,5.95,1982,7,1982-07
1982-02-03,Mugu,29.5,82.1,0.29,60.99,2.29,89.21,-11.67,-13.02,-6.66,-15.75,9.09,-13.73,2.55,6.09,0.59,5.5,2.94,6.17,0.72,5.44,1982,2,1982-02
1982-01-16,Mugu,29.5,82.1,0.0,61.38,1.08,34.39,-9.06,-19.82,0.1,-17.7,17.79,-12.13,2.46,4.14,0.48,3.66,2.54,4.08,0.55,3.53,1982,1,1982-01
1982-11-06,Mugu,29.5,82.1,0.0,61.53,2.74,50.52,-1.79,-10.49,5.76,-7.4,13.16,-2.36,1.84,4.87,0.18,4.69,1.88,4.55,0.15,4.4,1982,11,1982-11
1982-02-27,Mugu,29.5,82.1,1.93,61.44,2.81,82.61,-7.98,-10.83,-0.89,-16.78,15.89,-8.79,3.09,5.59,1.53,4.06,3.25,5.58,0.95,4.63,1982,2,1982-02
1982-07-03,Mugu,29.5,82.1,0.06,61.49,7.1,62.73,8.55,1.67,16.1,2.21,13.89,11.54,2.95,6.71,0.15,6.57,2.78,5.97,0.13,5.83,1982,7,1982-07
1982-03-18,Mugu,29.5,82.1,0.0,61.32,3.22,77.13,-5.37,-8.89,1.3,-10.06,11.36,-5.3,2.53,5.7,0.3,5.4,2.76,5.46,0.37,5.09,1982,3,1982-03
1982-04-30,Mugu,29.5,82.1,0.0,61.51,4.21,60.14,1.68,-5.47,9.18,-4.94,14.12,3.23,2.69,6.84,0.36,6.47,2.63,6.38,0.45,5.93,1982,4,1982-04
1982-06-02,Mugu,29.5,82.1,0.0,61.55,4.34,55.46,3.25,-4.83,9.54,-2.69,12.22,5.51,3.38,7.43,0.16,7.27,3.55,7.28,0.2,7.08,1982,6,1982-06
1982-05-07,Mugu,29.5,82.1,0.0,61.75,4.87,63.16,3.09,-3.47,9.34,-2.09,11.43,5.87,3.37,7.04,0.27,6.77,3.35,6.53,0.42,6.11,1982,5,1982-05
1982-07-13,Mustang,28.9,83.8,12.44,63.2,9.81,82.97,9.58,6.06,14.9,5.32,9.58,11.8,2.53,5.4,0.66,4.75,2.28,4.46,0.35,4.11,1982,7,1982-07
1982-02-03,Mustang,28.9,83.8,0.1,62.66,2.49,82.35,-9.23,-12.54,-4.0,-13.49,9.48,-12.44,1.96,4.99,0.37,4.62,2.04,4.45,0.44,4.02,1982,2,1982-02
1982-01-16,Mustang,28.9,83.8,0.0,62.93,1.5,40.48,-6.54,-17.21,1.84,-13.2,15.04,-8.98,2.35,3.54,1.27,2.27,2.39,3.45,1.82,1.64,1982,1,1982-01
1982-11-06,Mustang,28.9,83.8,0.0,63.1,3.34,59.52,-0.99,-8.43,5.95,-6.72,12.68,-2.04,1.87,4.24,0.75,3.49,1.89,3.73,0.92,2.81,1982,11,1982-11
1982-02-27,Mustang,28.9,83.8,0.17,63.07,2.99,76.01,-5.75,-9.85,2.24,-13.44,15.68,-7.9,2.49,5.18,0.58,4.6,2.31,4.75,0.62,4.12,1982,2,1982-02
1982-07-03,Mustang,28.9,83.8,13.17,63.05,8.65,73.66,9.44,4.59,15.6,4.53,11.07,11.89,2.53,5.79,0.11,5.68,2.13,4.63,0.18,4.45,1982,7,1982-07
1982-03-18,Mustang,28.9,83.8,0.0,62.95,3.27,72.98,-4.06,-8.89,2.81,-9.16,11.97,-5.64,2.09,4.65,0.46,4.19,2.07,4.01,0.63,3.38,1982,3,1982-03
1982-04-30,Mustang,28.9,83.8,0.0,63.08,4.33,56.29,3.36,-4.93,10.32,-2.82,13.14,4.92,2.85,6.77,0.28,6.48,2.64,5.96,0.33,5.63,1982,4,1982-04
1982-06-02,Mustang,28.9,83.8,0.0,63.17,4.74,51.75,5.88,-3.4,12.25,0.32,11.93,8.38,3.15,7.08,0.21,6.87,3.0,6.19,0.29,5.9,1982,6,1982-06
1982-05-07,Mustang,28.9,83.8,0.0,63.33,4.92,56.69,5.12,-3.28,11.78,-0.55,12.33,7.36,2.96,6.97,0.13,6.84,2.7,5.99,0.16,5.83,1982,5,1982-05
1982-07-13,Myagdi,28.4,83.6,21.02,79.0,14.79,87.18,18.54,15.9,21.45,15.98,5.47,19.54,2.61,5.22,0.21,5.02,2.6,4.7,0.36,4.33,1982,7,1982-07
1982-02-03,Myagdi,28.4,83.6,0.14,79.28,4.68,75.5,3.53,-1.27,7.59,0.45,7.14,2.06,1.25,3.33,0.22,3.11,1.23,2.78,0.29,2.49,1982,2,1982-02
1982-01-16,Myagdi,28.4,83.6,0.0,79.38,2.91,40.23,5.79,-7.06,12.81,0.84,11.96,2.72,1.93,4.54,0.52,4.02,1.77,3.81,0.43,3.38,1982,1,1982-01
