Unnamed: 0,Date,District,Latitude,Longitude,Precip,Pressure,Humidity_2m,RH_2m,Temp_2m,WetBulbTemp_2m,MaxTemp_2m,MinTemp_2m,TempRange_2m,EarthSkinTemp,WindSpeed_10m,MaxWindSpeed_10m,MinWindSpeed_10m,WindSpeedRange_10m,WindSpeed_50m,MaxWindSpeed_50m,MinWindSpeed_50m,WindSpeedRange_50m,Year,Month,Wind_Avg,Is_Monsoon,Temp_Diff,WindSpeed_Total,YearMonth
146,1981-05-27,Arghakhanchi,27.9,83.2,11.71,92.68,11.08,40.88,29.01,14.14,35.65,22.75,12.9,29.55,2.63,5.3,0.73,4.57,3.39,5.98,1.14,4.84,1981,5,3.01,0,12.9,19.17,1981-05-01
147,1981-05-28,Arghakhanchi,27.9,83.2,7.27,92.52,11.33,44.76,27.81,14.54,34.52,21.97,12.55,28.01,2.83,6.31,0.64,5.67,3.76,6.97,0.85,6.12,1981,5,3.295,0,12.550000000000004,21.360000000000003,1981-05-01
148,1981-05-29,Arghakhanchi,27.9,83.2,0.01,92.57,10.37,37.59,29.31,13.26,36.55,22.23,14.32,30.4,2.86,5.31,0.42,4.88,3.65,5.76,0.62,5.14,1981,5,3.255,0,14.319999999999997,18.62,1981-05-01
149,1981-05-30,Arghakhanchi,27.9,83.2,0.0,92.57,9.67,33.43,30.14,12.17,37.47,23.07,14.4,31.27,2.54,3.94,0.46,3.48,3.25,4.56,0.69,3.87,1981,5,2.895,0,14.4,15.44,1981-05-01
150,1981-05-31,Arghakhanchi,27.9,83.2,5.94,92.62,10.5,37.16,29.73,13.21,37.37,22.95,14.41,31.04,2.58,3.38,1.84,1.53,3.47,4.89,2.3,2.6,1981,5,3.0250000000000004,0,14.419999999999998,18.46,1981-05-01
151,1981-06-01,Arghakhanchi,27.9,83.2,1.42,92.66,11.89,44.34,28.82,15.3,35.54,22.25,13.28,30.31,2.67,4.08,0.9,3.18,3.46,4.99,1.48,3.51,1981,6,3.065,1,13.29,17.580000000000002,1981-06-01
152,1981-06-02,Arghakhanchi,27.9,83.2,0.23,92.57,11.41,40.55,29.65,14.65,36.75,23.12,13.64,31.06,2.9,4.97,1.23,3.73,3.74,5.42,1.73,3.69,1981,6,3.3200000000000003,1,13.63,19.99,1981-06-01
153,1981-06-03,Arghakhanchi,27.9,83.2,0.09,92.3,7.91,25.81,31.13,8.75,40.08,23.25,16.83,31.57,3.9,7.79,1.22,6.57,5.38,9.34,1.29,8.05,1981,6,4.64,1,16.83,28.92,1981-06-01
154,1981-06-04,Arghakhanchi,27.9,83.2,0.33,92.16,6.09,19.48,31.48,5.12,40.51,22.82,17.69,31.65,4.03,7.17,2.3,4.86,5.57,8.24,2.97,5.27,1981,6,4.800000000000001,1,17.689999999999998,30.28,1981-06-01
155,1981-06-05,Arghakhanchi,27.9,83.2,0.22,92.23,5.08,17.04,30.66,2.57,39.54,21.69,17.85,30.67,4.78,9.82,1.83,8.0,6.55,11.54,2.33,9.22,1981,6,5.665,1,17.849999999999998,36.849999999999994,1981-06-01
156,1981-06-06,Arghakhanchi,27.9,83.2,0.02,92.28,4.91,15.81,31.4,2.15,39.53,23.09,16.44,31.13,2.79,5.32,0.72,4.6,3.46,5.8,1.04,4.76,1981,6,3.125,1,16.44,19.13,1981-06-01
157,1981-06-07,Arghakhanchi,27.9,83.2,0.0,92.26,5.54,18.22,31.01,3.81,39.98,22.16,17.82,31.95,3.08,4.68,1.84,2.84,4.17,5.97,2.01,3.96,1981,6,3.625,1,17.819999999999997,21.75,1981-06-01
158,1981-06-08,Arghakhanchi,27.9,83.2,0.21,92.48,9.7,33.14,30.34,12.06,38.31,22.51,15.8,32.1,3.2,4.81,1.68,3.13,4.17,5.96,2.7,3.25,1981,6,3.685,1,15.8,22.52,1981-06-01
159,1981-06-09,Arghakhanchi,27.9,83.2,4.43,92.46,11.06,36.65,30.85,14.17,38.38,23.85,14.54,32.02,2.88,5.4,0.17,5.22,3.81,6.12,0.33,5.8,1981,6,3.345,1,14.53,18.71,1981-06-01
160,1981-06-10,Arghakhanchi,27.9,83.2,2.15,92.47,10.15,33.32,31.03,12.71,38.38,24.4,13.98,31.86,2.48,4.72,0.58,4.14,3.18,5.37,0.78,4.58,1981,6,2.83,1,13.980000000000004,17.11,1981-06-01
161,1981-06-11,Arghakhanchi,27.9,83.2,0.14,92.44,8.43,27.53,31.12,9.48,39.18,23.94,15.25,32.23,2.99,4.52,1.58,2.93,4.05,5.17,1.94,3.23,1981,6,3.52,1,15.239999999999998,20.250000000000004,1981-06-01
162,1981-06-12,Arghakhanchi,27.9,83.2,6.32,92.21,6.72,22.01,31.05,5.91,41.24,21.63,19.61,30.87,3.69,7.38,0.75,6.63,5.41,8.69,0.8,7.9,1981,6,4.55,1,19.610000000000003,26.72,1981-06-01
163,1981-06-13,Arghakhanchi,27.9,83.2,1.6,92.03,5.76,18.77,31.12,4.19,39.68,23.34,16.34,31.0,3.13,4.78,1.49,3.29,4.38,5.88,1.91,3.97,1981,6,3.755,1,16.34,21.57,1981-06-01
164,1981-06-14,Arghakhanchi,27.9,83.2,0.0,92.02,5.74,17.58,32.2,4.24,40.68,23.6,17.08,32.1,2.67,4.28,0.23,4.05,3.23,4.46,0.36,4.11,1981,6,2.95,1,17.08,15.23,1981-06-01
165,1981-06-15,Arghakhanchi,27.9,83.2,0.2,92.24,8.85,27.88,31.72,10.37,39.48,24.39,15.1,32.6,3.3,4.69,2.15,2.54,4.37,5.1,3.32,1.78,1981,6,3.835,1,15.089999999999996,22.93,1981-06-01
166,1981-06-16,Arghakhanchi,27.9,83.2,0.9,92.3,12.4,39.27,31.6,15.79,38.16,25.31,12.85,33.1,2.76,3.98,1.62,2.36,3.59,4.24,3.04,1.2,1981,6,3.175,1,12.849999999999998,19.229999999999997,1981-06-01
167,1981-06-17,Arghakhanchi,27.9,83.2,2.92,92.32,15.13,51.22,30.41,18.98,36.86,24.87,12.0,32.42,3.47,5.01,2.09,2.92,4.32,5.02,3.39,1.63,1981,6,3.895000000000001,1,11.989999999999998,23.3,1981-06-01
168,1981-06-18,Arghakhanchi,27.9,83.2,1.14,92.44,16.19,57.28,29.65,20.19,34.15,24.96,9.19,31.33,2.78,4.39,1.04,3.35,3.44,4.79,1.82,2.97,1981,6,3.11,1,9.189999999999998,18.26,1981-06-01
169,1981-06-19,Arghakhanchi,27.9,83.2,0.23,92.35,14.76,46.36,31.74,18.76,37.91,25.59,12.33,33.99,2.47,4.03,1.31,2.72,3.11,3.95,2.27,1.68,1981,6,2.79,1,12.319999999999997,17.14,1981-06-01
170,1981-06-20,Arghakhanchi,27.9,83.2,2.47,92.04,13.5,39.28,33.05,17.25,39.21,26.87,12.34,34.8,2.6,4.15,1.09,3.06,3.36,5.21,1.84,3.36,1981,6,2.98,1,12.34,18.25,1981-06-01
171,1981-06-21,Arghakhanchi,27.9,83.2,0.27,92.21,16.46,60.15,29.04,20.43,31.68,26.3,5.38,30.26,3.4,4.4,1.78,2.62,4.18,4.82,2.95,1.88,1981,6,3.79,1,5.379999999999999,21.53,1981-06-01
172,1981-06-22,Arghakhanchi,27.9,83.2,1.99,92.26,15.28,52.9,30.0,19.28,35.0,25.65,9.35,31.68,3.29,4.54,1.64,2.91,4.29,4.87,3.3,1.57,1981,6,3.79,1,9.35,21.930000000000003,1981-06-01
173,1981-06-23,Arghakhanchi,27.9,83.2,7.09,92.39,16.37,59.81,29.08,20.4,34.25,25.2,9.05,30.17,4.97,7.19,1.52,5.67,6.63,8.33,3.06,5.27,1981,6,5.8,1,9.05,31.7,1981-06-01
174,1981-06-24,Arghakhanchi,27.9,83.2,3.74,92.41,15.83,54.51,30.12,19.88,35.9,25.11,10.79,31.51,4.41,6.2,2.78,3.43,6.01,7.01,4.95,2.06,1981,6,5.21,1,10.79,31.359999999999996,1981-06-01
175,1981-06-25,Arghakhanchi,27.9,83.2,2.08,92.53,16.2,55.31,30.29,20.26,35.35,25.98,9.37,32.05,4.24,6.58,2.18,4.4,5.51,7.12,4.22,2.91,1981,6,4.875,1,9.37,29.85,1981-06-01
176,1981-06-26,Arghakhanchi,27.9,83.2,8.75,92.49,17.77,64.83,29.11,21.75,33.27,25.57,7.7,30.35,3.13,4.66,1.57,3.09,4.17,5.38,3.02,2.36,1981,6,3.65,1,7.700000000000003,21.93,1981-06-01
177,1981-06-27,Arghakhanchi,27.9,83.2,3.74,92.44,17.46,63.87,29.06,21.47,33.22,25.81,7.41,29.92,2.68,3.88,1.55,2.34,3.57,4.49,2.44,2.05,1981,6,3.125,1,7.41,18.610000000000003,1981-06-01
178,1981-06-28,Arghakhanchi,27.9,83.2,18.64,92.66,18.84,78.97,26.74,22.71,30.85,24.28,6.56,27.61,3.45,4.9,1.24,3.65,4.24,5.19,2.29,2.89,1981,6,3.845,1,6.57,21.31,1981-06-01
179,1981-06-29,Arghakhanchi,27.9,83.2,21.34,92.59,17.67,75.77,26.36,21.59,30.43,23.27,7.16,26.81,1.4,2.24,0.39,1.85,1.93,2.74,0.56,2.18,1981,6,1.665,1,7.16,9.26,1981-06-01
180,1981-06-30,Arghakhanchi,27.9,83.2,18.11,92.27,18.13,74.68,26.98,21.99,31.41,23.08,8.34,27.94,2.21,3.83,0.51,3.32,2.82,3.96,0.74,3.22,1981,6,2.5149999999999997,1,8.330000000000002,14.07,1981-06-01
181,1981-07-01,Arghakhanchi,27.9,83.2,21.32,92.08,18.77,79.03,26.56,22.54,30.03,23.82,6.21,27.5,1.75,3.61,0.32,3.28,2.08,3.91,0.59,3.32,1981,7,1.915,1,6.210000000000001,12.26,1981-07-01
182,1981-07-02,Arghakhanchi,27.9,83.2,22.47,91.99,19.02,79.86,26.59,22.71,30.32,23.2,7.12,27.1,1.66,2.9,0.79,2.11,2.33,3.82,1.34,2.48,1981,7,1.995,1,7.120000000000001,12.84,1981-07-01
183,1981-07-03,Arghakhanchi,27.9,83.2,44.98,92.13,20.12,90.66,25.41,23.69,26.83,24.34,2.48,25.5,2.78,4.96,0.89,4.07,3.7,5.49,1.59,3.9,1981,7,3.24,1,2.4899999999999984,19.41,1981-07-01
184,1981-07-04,Arghakhanchi,27.9,83.2,47.34,92.11,20.1,81.1,27.28,23.63,31.31,23.68,7.63,27.56,2.19,4.15,0.25,3.9,2.97,4.54,0.45,4.09,1981,7,2.58,1,7.629999999999999,14.55,1981-07-01
185,1981-07-05,Arghakhanchi,27.9,83.2,7.54,92.22,20.22,79.64,27.71,23.76,32.46,24.23,8.23,28.34,2.46,4.42,0.17,4.25,3.15,5.53,0.15,5.38,1981,7,2.8049999999999997,1,8.23,15.88,1981-07-01
186,1981-07-06,Arghakhanchi,27.9,83.2,28.17,92.42,17.85,76.51,26.33,21.69,28.66,23.65,5.02,26.11,2.21,2.82,1.54,1.28,3.42,4.97,2.75,2.21,1981,7,2.815,1,5.010000000000002,17.709999999999997,1981-07-01
187,1981-07-07,Arghakhanchi,27.9,83.2,1.88,92.35,19.27,80.1,26.82,22.93,29.9,23.98,5.92,26.9,3.45,6.07,1.82,4.25,4.85,7.25,2.93,4.32,1981,7,4.15,1,5.919999999999998,26.369999999999997,1981-07-01
188,1981-07-08,Arghakhanchi,27.9,83.2,1.86,92.49,19.1,82.9,26.12,22.85,28.88,23.13,5.76,26.14,3.42,4.96,2.23,2.73,5.18,5.94,4.42,1.52,1981,7,4.3,1,5.75,26.15,1981-07-01
189,1981-07-09,Arghakhanchi,27.9,83.2,0.82,92.43,19.1,78.55,27.03,22.81,31.13,23.87,7.26,27.37,3.43,4.99,2.16,2.82,5.02,5.7,3.95,1.75,1981,7,4.225,1,7.259999999999998,25.25,1981-07-01
190,1981-07-10,Arghakhanchi,27.9,83.2,4.52,92.41,19.55,79.85,27.13,23.25,31.16,23.34,7.82,27.66,3.4,5.25,1.22,4.02,4.61,5.84,2.05,3.79,1981,7,4.005,1,7.82,22.37,1981-07-01
191,1981-07-11,Arghakhanchi,27.9,83.2,7.71,92.38,19.71,79.02,27.44,23.34,30.96,24.34,6.62,27.83,1.82,3.15,0.4,2.76,2.28,3.08,0.64,2.44,1981,7,2.05,1,6.620000000000001,11.37,1981-07-01
192,1981-07-12,Arghakhanchi,27.9,83.2,11.53,92.41,19.69,85.16,26.16,23.35,28.6,23.67,4.93,26.27,1.8,2.42,0.75,1.67,2.88,4.19,1.48,2.71,1981,7,2.34,1,4.93,13.52,1981-07-01
193,1981-07-13,Arghakhanchi,27.9,83.2,5.29,92.49,18.42,75.85,27.02,22.28,30.29,23.18,7.1,27.37,1.88,4.63,0.37,4.26,2.53,5.06,0.58,4.47,1981,7,2.205,1,7.109999999999999,15.05,1981-07-01
194,1981-07-14,Arghakhanchi,27.9,83.2,18.14,92.44,18.99,80.73,26.46,22.7,29.2,23.94,5.26,26.45,3.01,6.74,0.4,6.33,4.18,8.25,0.83,7.42,1981,7,3.595,1,5.259999999999998,23.409999999999997,1981-07-01
195,1981-07-15,Arghakhanchi,27.9,83.2,60.0,92.46,19.65,89.49,25.29,23.27,27.54,22.85,4.69,25.39,3.09,5.6,1.54,4.06,4.34,6.34,2.42,3.92,1981,7,3.715,1,4.689999999999998,23.33,1981-07-01
196,1981-07-16,Arghakhanchi,27.9,83.2,21.74,92.46,18.39,79.88,26.11,22.2,29.67,22.67,7.0,26.44,1.64,2.66,0.38,2.28,2.07,3.23,0.72,2.51,1981,7,1.855,1,7.0,10.7,1981-07-01
197,1981-07-17,Arghakhanchi,27.9,83.2,42.71,92.47,19.42,87.28,25.52,23.14,28.84,22.99,5.85,25.76,3.22,5.56,0.51,5.05,4.41,6.61,1.0,5.61,1981,7,3.815,1,5.850000000000001,21.31,1981-07-01
198,1981-07-18,Arghakhanchi,27.9,83.2,63.05,92.34,19.02,87.95,25.02,22.73,28.3,21.66,6.63,25.18,5.06,7.17,3.31,3.86,6.83,8.64,5.19,3.46,1981,7,5.945,1,6.640000000000001,36.2,1981-07-01
199,1981-07-19,Arghakhanchi,27.9,83.2,15.81,92.4,18.73,86.97,24.97,22.54,28.4,22.07,6.34,25.36,3.16,4.62,1.1,3.52,4.13,6.79,1.76,5.03,1981,7,3.645,1,6.329999999999998,21.56,1981-07-01
200,1981-07-20,Arghakhanchi,27.9,83.2,9.09,92.45,19.55,89.88,25.14,23.21,27.76,22.78,4.97,25.09,2.9,4.58,1.43,3.15,4.13,5.46,2.47,2.99,1981,7,3.5149999999999997,1,4.98,20.97,1981-07-01
201,1981-07-21,Arghakhanchi,27.9,83.2,4.81,92.57,19.71,87.17,25.81,23.36,29.19,22.71,6.48,25.97,3.01,4.77,1.47,3.3,4.31,5.56,2.8,2.76,1981,7,3.66,1,6.48,21.92,1981-07-01
202,1981-07-22,Arghakhanchi,27.9,83.2,5.2,92.61,19.91,87.93,25.84,23.53,28.64,23.33,5.31,25.76,2.64,3.88,0.81,3.07,3.84,5.2,1.23,3.97,1981,7,3.24,1,5.310000000000002,17.6,1981-07-01
203,1981-07-23,Arghakhanchi,27.9,83.2,3.66,92.54,19.56,84.13,26.28,23.2,30.58,22.94,7.64,26.23,3.16,5.0,1.12,3.88,4.71,5.94,2.49,3.45,1981,7,3.935,1,7.639999999999997,22.42,1981-07-01
204,1981-07-24,Arghakhanchi,27.9,83.2,5.3,92.68,19.76,87.68,25.77,23.45,29.08,23.05,6.03,25.97,3.42,5.36,1.55,3.81,4.88,6.25,3.07,3.18,1981,7,4.15,1,6.029999999999998,24.53,1981-07-01
205,1981-07-25,Arghakhanchi,27.9,83.2,4.07,92.68,20.16,85.86,26.47,23.78,29.77,23.43,6.34,26.67,2.23,3.73,1.11,2.62,3.04,3.93,2.03,1.9,1981,7,2.635,1,6.34,16.07,1981-07-01
206,1981-07-26,Arghakhanchi,27.9,83.2,14.71,92.65,20.57,91.79,25.66,24.13,27.65,24.03,3.63,25.67,1.72,3.09,0.32,2.77,2.19,3.17,0.54,2.63,1981,7,1.955,1,3.6199999999999974,11.03,1981-07-01
207,1981-07-27,Arghakhanchi,27.9,83.2,18.63,92.62,20.24,90.63,25.6,23.83,28.37,23.46,4.91,25.89,3.14,4.76,1.53,3.23,4.44,5.35,3.22,2.13,1981,7,3.79,1,4.91,22.44,1981-07-01
208,1981-07-28,Arghakhanchi,27.9,83.2,28.73,92.72,18.93,89.23,24.77,22.75,27.31,22.76,4.55,24.87,3.37,5.1,1.52,3.59,4.87,6.07,3.21,2.86,1981,7,4.12,1,4.549999999999997,24.14,1981-07-01
209,1981-07-29,Arghakhanchi,27.9,83.2,29.22,92.67,19.2,85.22,25.77,22.97,29.4,22.23,7.17,26.06,2.04,2.58,1.31,1.28,2.96,4.18,2.31,1.87,1981,7,2.5,1,7.169999999999998,15.38,1981-07-01
210,1981-07-30,Arghakhanchi,27.9,83.2,27.42,92.35,20.0,89.3,25.61,23.57,28.3,23.47,4.83,25.65,2.07,3.56,1.18,2.38,3.0,3.84,1.93,1.91,1981,7,2.535,1,4.830000000000002,15.579999999999998,1981-07-01
211,1981-07-31,Arghakhanchi,27.9,83.2,42.31,92.23,19.79,92.03,24.9,23.39,26.72,23.29,3.43,24.67,2.22,4.12,0.33,3.79,3.38,6.52,0.51,6.01,1981,7,2.8,1,3.4299999999999997,17.080000000000002,1981-07-01
212,1981-08-01,Arghakhanchi,27.9,83.2,11.37,92.36,19.6,89.72,25.19,23.24,28.22,22.38,5.83,25.29,2.89,4.13,1.29,2.84,4.16,6.05,2.49,3.56,1981,8,3.5250000000000004,1,5.84,21.01,1981-08-01
213,1981-08-02,Arghakhanchi,27.9,83.2,2.72,92.6,19.54,93.33,24.53,23.24,26.17,23.12,3.05,24.27,3.08,5.62,1.87,3.75,4.67,6.91,3.56,3.35,1981,8,3.875,1,3.0500000000000007,25.709999999999997,1981-08-01
214,1981-08-03,Arghakhanchi,27.9,83.2,2.48,92.8,18.6,89.82,24.38,22.47,26.71,22.51,4.2,24.19,2.76,3.62,2.21,1.41,4.28,4.88,3.53,1.35,1981,8,3.52,1,4.199999999999999,21.28,1981-08-01
215,1981-08-04,Arghakhanchi,27.9,83.2,4.26,92.59,18.82,90.27,24.46,22.63,26.46,22.63,3.83,24.16,2.87,4.78,1.51,3.27,4.44,5.73,3.0,2.73,1981,8,3.655,1,3.830000000000002,22.33,1981-08-01
216,1981-08-05,Arghakhanchi,27.9,83.2,0.39,92.39,18.33,85.89,24.82,22.15,27.78,22.18,5.6,24.66,2.33,2.7,1.5,1.2,3.7,4.88,2.57,2.3,1981,8,3.015,1,5.600000000000001,17.68,1981-08-01
217,1981-08-06,Arghakhanchi,27.9,83.2,0.14,92.36,20.16,85.85,26.41,23.65,30.0,23.23,6.77,26.28,2.65,3.86,1.5,2.36,3.98,4.72,3.05,1.66,1981,8,3.315,1,6.77,19.76,1981-08-01
218,1981-08-07,Arghakhanchi,27.9,83.2,3.23,92.4,20.21,79.7,27.72,23.68,31.9,23.39,8.51,27.72,2.21,2.83,1.13,1.7,3.33,5.13,1.75,3.38,1981,8,2.77,1,8.509999999999998,16.38,1981-08-01
219,1981-08-08,Arghakhanchi,27.9,83.2,5.6,92.59,20.25,86.36,26.43,23.8,29.67,23.79,5.88,26.42,3.19,4.72,1.92,2.8,4.84,5.67,3.89,1.78,1981,8,4.015,1,5.880000000000003,24.23,1981-08-01
220,1981-08-09,Arghakhanchi,27.9,83.2,0.39,92.53,20.02,86.41,26.21,23.6,29.5,22.93,6.57,26.12,4.21,6.85,2.3,4.54,6.23,8.36,4.43,3.93,1981,8,5.220000000000001,1,6.57,32.379999999999995,1981-08-01
221,1981-08-10,Arghakhanchi,27.9,83.2,0.95,92.51,20.18,88.92,25.85,23.77,28.7,23.34,5.36,26.0,3.04,4.75,0.69,4.07,4.2,5.59,1.06,4.53,1981,8,3.62,1,5.359999999999999,19.33,1981-08-01
222,1981-08-11,Arghakhanchi,27.9,83.2,1.07,92.42,20.22,90.24,25.63,23.82,28.58,23.56,5.01,25.97,3.38,5.18,1.1,4.08,4.63,6.05,1.94,4.11,1981,8,4.005,1,5.02,22.28,1981-08-01
223,1981-08-12,Arghakhanchi,27.9,83.2,1.6,92.16,19.92,93.66,24.71,23.54,26.97,23.29,3.68,24.81,3.66,5.22,2.07,3.15,4.98,5.82,3.82,2.0,1981,8,4.32,1,3.68,25.57,1981-08-01
224,1981-08-13,Arghakhanchi,27.9,83.2,3.41,92.23,18.41,86.14,24.82,22.23,27.4,22.7,4.7,24.48,2.07,2.93,0.4,2.53,3.08,4.24,0.56,3.68,1981,8,2.575,1,4.699999999999999,13.28,1981-08-01
225,1981-08-14,Arghakhanchi,27.9,83.2,6.44,92.38,18.64,82.91,25.69,22.42,28.59,23.08,5.51,25.15,2.58,4.45,1.3,3.15,3.92,5.48,1.89,3.59,1981,8,3.25,1,5.510000000000002,19.62,1981-08-01
226,1981-08-15,Arghakhanchi,27.9,83.2,0.41,92.5,19.67,86.16,25.96,23.34,29.04,23.43,5.61,25.87,4.08,6.78,2.11,4.67,6.19,8.27,4.24,4.03,1981,8,5.135,1,5.609999999999999,31.67,1981-08-01
227,1981-08-16,Arghakhanchi,27.9,83.2,1.83,92.62,18.83,86.58,25.17,22.66,28.48,22.22,6.25,25.22,4.26,6.3,2.08,4.22,6.38,7.56,4.34,3.22,1981,8,5.32,1,6.260000000000002,30.92,1981-08-01
228,1981-08-17,Arghakhanchi,27.9,83.2,4.72,92.55,19.67,86.45,25.91,23.35,29.71,22.44,7.27,26.14,2.63,3.7,1.05,2.65,3.74,5.41,2.04,3.37,1981,8,3.185,1,7.27,18.57,1981-08-01
229,1981-08-18,Arghakhanchi,27.9,83.2,20.35,92.37,20.64,90.89,25.84,24.14,28.93,23.42,5.5,26.1,2.11,4.09,0.82,3.27,2.95,4.69,1.27,3.42,1981,8,2.53,1,5.509999999999998,15.93,1981-08-01
230,1981-08-19,Arghakhanchi,27.9,83.2,25.67,92.28,20.53,93.33,25.29,24.04,27.55,23.53,4.02,25.33,2.22,3.77,0.92,2.84,3.18,4.31,1.77,2.54,1981,8,2.7,1,4.02,16.169999999999998,1981-08-01
231,1981-08-20,Arghakhanchi,27.9,83.2,85.76,92.29,20.82,93.65,25.47,24.27,27.86,23.36,4.5,25.5,2.71,3.82,1.73,2.1,3.89,4.92,2.53,2.39,1981,8,3.3,1,4.5,19.6,1981-08-01
232,1981-08-21,Arghakhanchi,27.9,83.2,21.04,92.32,19.05,83.17,25.99,22.77,29.14,23.43,5.71,26.14,1.34,2.41,0.4,2.01,1.86,3.9,0.2,3.7,1981,8,1.6,1,5.710000000000001,10.11,1981-08-01
233,1981-08-22,Arghakhanchi,27.9,83.2,16.93,92.26,19.32,88.93,25.08,22.94,28.57,22.36,6.21,24.93,3.0,5.04,1.19,3.86,4.44,5.99,2.48,3.52,1981,8,3.72,1,6.210000000000001,22.139999999999997,1981-08-01
234,1981-08-23,Arghakhanchi,27.9,83.2,13.03,92.42,18.47,89.86,24.19,22.29,26.12,22.22,3.9,23.94,1.61,2.76,0.32,2.44,2.61,4.1,0.69,3.42,1981,8,2.11,1,3.900000000000002,12.09,1981-08-01
235,1981-08-24,Arghakhanchi,27.9,83.2,21.06,92.56,18.64,90.97,24.16,22.51,26.74,22.39,4.36,24.23,1.74,3.75,0.4,3.35,2.4,4.21,0.17,4.04,1981,8,2.07,1,4.349999999999998,12.67,1981-08-01
236,1981-08-25,Arghakhanchi,27.9,83.2,33.68,92.53,19.41,92.03,24.64,23.12,27.42,22.19,5.23,24.66,2.39,4.95,0.65,4.3,3.39,5.86,1.14,4.72,1981,8,2.89,1,5.23,18.380000000000003,1981-08-01
237,1981-08-26,Arghakhanchi,27.9,83.2,5.76,92.64,19.61,93.11,24.63,23.35,26.99,22.77,4.21,24.74,2.38,4.17,1.12,3.05,3.4,5.03,1.77,3.25,1981,8,2.8899999999999997,1,4.219999999999999,17.87,1981-08-01
238,1981-08-27,Arghakhanchi,27.9,83.2,11.9,92.64,19.38,91.55,24.72,23.15,27.94,22.17,5.77,24.98,2.18,4.03,0.99,3.04,3.16,4.79,1.36,3.43,1981,8,2.67,1,5.77,16.51,1981-08-01
239,1981-08-28,Arghakhanchi,27.9,83.2,1.17,92.44,19.8,91.4,25.06,23.47,28.38,22.5,5.88,25.25,2.65,5.45,1.13,4.32,3.77,6.54,1.81,4.73,1981,8,3.21,1,5.879999999999999,21.35,1981-08-01
240,1981-08-29,Arghakhanchi,27.9,83.2,0.01,92.44,19.65,90.4,25.12,23.35,28.45,22.25,6.2,25.29,2.8,5.14,1.35,3.79,4.0,5.93,2.54,3.39,1981,8,3.4,1,6.199999999999999,21.76,1981-08-01
241,1981-08-30,Arghakhanchi,27.9,83.2,0.49,92.56,19.59,89.34,25.29,23.33,28.56,22.43,6.13,25.55,2.17,3.69,0.37,3.33,3.04,4.23,0.6,3.63,1981,8,2.605,1,6.129999999999999,14.1,1981-08-01
242,1981-08-31,Arghakhanchi,27.9,83.2,2.12,92.6,19.93,88.34,25.78,23.62,29.35,22.71,6.64,26.05,2.2,3.81,0.97,2.84,2.93,4.08,1.57,2.51,1981,8,2.5650000000000004,1,6.640000000000001,15.56,1981-08-01
243,1981-09-01,Arghakhanchi,27.9,83.2,0.83,92.65,19.36,85.82,25.79,23.14,29.25,23.15,6.1,25.83,1.79,3.75,0.23,3.52,2.25,4.07,0.45,3.62,1981,9,2.02,1,6.100000000000001,12.54,1981-09-01
244,1981-09-02,Arghakhanchi,27.9,83.2,0.6,92.72,19.02,85.22,25.62,22.84,28.79,22.99,5.8,25.52,1.78,3.08,0.37,2.71,2.36,3.8,0.55,3.24,1981,9,2.07,1,5.800000000000001,11.94,1981-09-01
245,1981-09-03,Arghakhanchi,27.9,83.2,0.62,92.8,18.3,86.74,24.7,22.1,27.47,22.72,4.75,24.37,1.85,2.91,0.66,2.25,2.67,4.0,1.2,2.8,1981,9,2.26,1,4.75,13.29,1981-09-01
246,1981-09-04,Arghakhanchi,27.9,83.2,2.18,92.75,17.6,81.4,25.11,21.57,28.54,22.37,6.17,24.83,1.73,3.24,0.27,2.97,2.37,3.34,0.41,2.93,1981,9,2.05,1,6.169999999999998,11.36,1981-09-01
247,1981-09-05,Arghakhanchi,27.9,83.2,0.55,92.83,18.67,87.17,24.95,22.55,28.65,22.02,6.63,24.98,1.91,3.44,0.3,3.14,2.62,3.69,0.52,3.17,1981,9,2.265,1,6.629999999999999,12.48,1981-09-01
248,1981-09-06,Arghakhanchi,27.9,83.2,1.41,92.94,17.87,89.67,23.78,21.83,25.63,22.13,3.5,23.52,2.3,4.35,0.78,3.57,3.64,5.52,1.23,4.29,1981,9,2.97,1,3.5,17.82,1981-09-01
249,1981-09-07,Arghakhanchi,27.9,83.2,11.95,92.9,17.39,86.84,23.85,21.4,26.83,22.0,4.83,23.65,1.95,2.74,1.47,1.27,3.24,3.81,2.52,1.29,1981,9,2.595,1,4.829999999999998,15.73,1981-09-01
250,1981-09-08,Arghakhanchi,27.9,83.2,16.63,92.89,17.76,88.65,23.86,21.72,27.09,21.35,5.75,23.67,2.31,3.56,1.37,2.19,3.78,4.77,2.78,1.99,1981,9,3.045,1,5.739999999999998,18.57,1981-09-01
251,1981-09-09,Arghakhanchi,27.9,83.2,52.21,92.92,17.58,93.64,22.79,21.59,24.45,21.46,2.98,22.42,4.13,5.58,1.81,3.77,6.17,7.48,3.56,3.93,1981,9,5.15,1,2.9899999999999984,28.73,1981-09-01
252,1981-09-10,Arghakhanchi,27.9,83.2,8.42,93.01,16.02,88.22,22.27,20.09,24.15,20.65,3.5,21.47,4.42,5.82,1.06,4.75,6.75,8.99,2.38,6.61,1981,9,5.585,1,3.5,29.42,1981-09-01
