Unnamed: 0,Date,District,Latitude,Longitude,Precip,Pressure,Humidity_2m,RH_2m,Temp_2m,WetBulbTemp_2m,MaxTemp_2m,MinTemp_2m,TempRange_2m,EarthSkinTemp,WindSpeed_10m,MaxWindSpeed_10m,MinWindSpeed_10m,WindSpeedRange_10m,WindSpeed_50m,MaxWindSpeed_50m,MinWindSpeed_50m,WindSpeedRange_50m,Year,Month,Wind_Avg,Is_Monsoon,Temp_Diff,WindSpeed_Total,YearMonth
253,1981-09-11,Arghakhanchi,27.9,83.2,4.01,93.05,16.4,79.42,24.41,20.41,28.08,21.63,6.45,23.95,1.86,3.22,0.8,2.42,2.62,4.61,0.98,3.63,1981,9,2.24,1,6.449999999999999,14.09,1981-09-01
254,1981-09-12,Arghakhanchi,27.9,83.2,0.02,93.08,17.56,85.9,24.23,21.58,27.97,21.02,6.95,24.18,1.74,3.0,0.66,2.34,2.2,3.28,1.12,2.16,1981,9,1.97,1,6.949999999999999,12.0,1981-09-01
255,1981-09-13,Arghakhanchi,27.9,83.2,0.44,93.14,15.99,78.1,24.28,20.09,28.35,21.02,7.33,23.65,1.9,3.97,0.67,3.3,2.44,4.61,0.91,3.7,1981,9,2.17,1,7.330000000000002,14.5,1981-09-01
256,1981-09-14,Arghakhanchi,27.9,83.2,2.76,93.3,14.92,74.28,24.0,19.0,27.92,20.81,7.11,23.1,1.55,2.96,0.41,2.55,1.91,3.01,0.63,2.38,1981,9,1.73,1,7.110000000000003,10.47,1981-09-01
257,1981-09-15,Arghakhanchi,27.9,83.2,4.02,93.33,16.47,85.51,23.3,20.56,27.08,20.12,6.96,23.2,1.83,2.72,0.97,1.75,2.56,3.47,1.61,1.85,1981,9,2.1950000000000003,1,6.959999999999997,13.16,1981-09-01
258,1981-09-16,Arghakhanchi,27.9,83.2,0.12,93.33,17.29,86.4,23.92,21.39,27.29,20.93,6.36,23.64,2.06,3.91,0.6,3.31,2.8,4.19,0.95,3.24,1981,9,2.4299999999999997,1,6.359999999999999,14.510000000000002,1981-09-01
259,1981-09-17,Arghakhanchi,27.9,83.2,0.01,93.32,16.77,82.84,24.12,20.91,27.87,20.79,7.08,23.84,1.66,3.12,0.49,2.63,2.06,3.27,0.71,2.56,1981,9,1.86,1,7.080000000000002,11.31,1981-09-01
260,1981-09-18,Arghakhanchi,27.9,83.2,0.01,93.31,16.12,82.58,23.52,20.26,27.68,19.7,7.98,23.38,1.48,2.56,0.26,2.3,1.87,3.13,0.37,2.76,1981,9,1.675,1,7.98,9.67,1981-09-01
261,1981-09-19,Arghakhanchi,27.9,83.2,0.27,93.15,15.71,81.46,23.29,19.67,27.59,19.54,8.05,22.73,1.79,3.21,0.47,2.74,2.38,3.9,0.74,3.16,1981,9,2.085,1,8.05,12.49,1981-09-01
262,1981-09-20,Arghakhanchi,27.9,83.2,0.43,93.25,16.36,87.38,22.81,20.44,26.37,19.93,6.44,22.8,2.03,3.33,1.03,2.3,2.88,3.65,1.86,1.8,1981,9,2.455,1,6.440000000000001,14.78,1981-09-01
263,1981-09-21,Arghakhanchi,27.9,83.2,0.1,93.22,16.56,86.61,23.15,20.64,26.76,19.8,6.96,23.27,1.92,2.96,0.66,2.31,2.62,3.79,1.0,2.79,1981,9,2.27,1,6.960000000000001,12.95,1981-09-01
264,1981-09-22,Arghakhanchi,27.9,83.2,0.0,93.07,17.75,86.86,24.22,21.77,28.01,20.9,7.1,24.35,1.6,2.95,0.63,2.32,1.97,3.19,0.97,2.21,1981,9,1.785,1,7.110000000000003,11.31,1981-09-01
265,1981-09-23,Arghakhanchi,27.9,83.2,0.0,92.9,18.26,86.56,24.72,22.21,27.6,22.61,4.98,24.36,1.42,2.58,0.31,2.27,1.75,2.66,0.39,2.28,1981,9,1.585,1,4.990000000000002,9.11,1981-09-01
266,1981-09-24,Arghakhanchi,27.9,83.2,0.0,92.88,18.28,82.19,25.6,22.19,29.07,22.76,6.31,25.03,1.38,2.16,0.65,1.51,1.72,3.73,0.71,3.01,1981,9,1.5499999999999998,1,6.309999999999999,10.35,1981-09-01
267,1981-09-25,Arghakhanchi,27.9,83.2,0.0,93.02,18.43,78.66,26.51,22.25,30.6,22.38,8.22,25.93,2.24,3.44,0.8,2.64,3.3,4.5,1.21,3.29,1981,9,2.77,1,8.220000000000002,15.489999999999998,1981-09-01
268,1981-09-26,Arghakhanchi,27.9,83.2,1.74,93.25,18.02,86.76,24.52,22.01,27.58,22.36,5.22,24.01,2.91,4.17,1.7,2.47,4.77,5.69,3.15,2.54,1981,9,3.84,1,5.219999999999999,22.389999999999997,1981-09-01
269,1981-09-27,Arghakhanchi,27.9,83.2,14.83,93.13,16.44,84.69,23.39,20.55,26.68,21.23,5.45,22.97,3.97,5.69,2.72,2.97,6.26,7.18,5.45,1.74,1981,9,5.115,1,5.449999999999999,31.27,1981-09-01
270,1981-09-28,Arghakhanchi,27.9,83.2,56.25,92.81,16.76,91.25,22.41,20.77,24.29,20.72,3.57,21.91,4.15,6.0,2.67,3.34,6.57,7.83,5.29,2.53,1981,9,5.36,1,3.5700000000000003,32.51,1981-09-01
271,1981-09-29,Arghakhanchi,27.9,83.2,4.58,92.59,16.86,93.21,22.13,20.69,23.31,20.15,3.17,21.66,6.71,9.86,3.87,6.0,9.25,12.52,6.16,6.36,1981,9,7.98,1,3.16,48.370000000000005,1981-09-01
272,1981-09-30,Arghakhanchi,27.9,83.2,0.01,92.97,16.02,86.96,22.5,20.05,27.24,19.67,7.57,22.69,2.45,4.75,0.61,4.14,3.71,6.85,0.22,6.63,1981,9,3.08,1,7.569999999999997,18.589999999999996,1981-09-01
273,1981-10-01,Arghakhanchi,27.9,83.2,0.02,92.87,15.01,81.5,22.49,18.85,26.86,19.3,7.56,21.73,2.34,4.22,1.26,2.96,3.31,4.73,2.13,2.6,1981,10,2.825,0,7.559999999999999,17.99,1981-10-01
274,1981-10-02,Arghakhanchi,27.9,83.2,0.0,92.92,14.3,77.99,22.43,18.14,27.14,19.09,8.05,21.44,2.09,3.41,1.28,2.13,2.9,4.2,1.95,2.25,1981,10,2.495,0,8.05,15.829999999999998,1981-10-01
275,1981-10-03,Arghakhanchi,27.9,83.2,0.0,92.99,13.26,72.69,22.36,16.97,27.06,18.53,8.53,21.1,1.79,3.15,0.55,2.6,2.35,3.36,0.82,2.54,1981,10,2.0700000000000003,0,8.529999999999998,12.02,1981-10-01
276,1981-10-04,Arghakhanchi,27.9,83.2,0.05,93.01,12.12,63.61,23.1,15.63,28.28,18.94,9.34,21.45,1.71,2.84,0.89,1.95,2.23,3.14,0.79,2.35,1981,10,1.97,0,9.34,11.6,1981-10-01
277,1981-10-05,Arghakhanchi,27.9,83.2,0.06,93.05,10.91,60.8,22.14,13.97,27.23,18.36,8.87,20.34,2.03,3.58,0.76,2.82,2.81,4.12,1.25,2.87,1981,10,2.42,0,8.870000000000001,14.55,1981-10-01
278,1981-10-06,Arghakhanchi,27.9,83.2,0.0,92.99,10.92,65.37,20.95,13.88,25.9,17.3,8.6,19.09,2.12,3.93,0.62,3.31,2.95,4.42,1.1,3.32,1981,10,2.535,0,8.599999999999998,15.14,1981-10-01
279,1981-10-07,Arghakhanchi,27.9,83.2,0.0,93.02,10.52,65.19,20.4,13.38,25.77,16.55,9.22,18.52,1.98,3.28,0.42,2.86,2.71,3.96,0.38,3.58,1981,10,2.345,0,9.22,12.730000000000002,1981-10-01
280,1981-10-08,Arghakhanchi,27.9,83.2,0.0,93.23,10.46,65.19,20.34,13.33,25.72,15.65,10.07,18.59,1.91,2.8,1.45,1.35,2.5,3.17,1.32,1.85,1981,10,2.205,0,10.07,13.15,1981-10-01
281,1981-10-09,Arghakhanchi,27.9,83.2,0.0,93.39,11.33,67.63,21.07,14.55,26.41,16.69,9.72,19.63,1.73,2.38,0.81,1.57,2.26,3.13,0.86,2.27,1981,10,1.995,0,9.72,11.169999999999998,1981-10-01
282,1981-10-10,Arghakhanchi,27.9,83.2,0.0,93.22,11.39,66.7,21.34,14.72,26.47,17.5,8.96,19.97,2.08,3.74,0.12,3.62,2.82,4.56,0.28,4.29,1981,10,2.45,0,8.969999999999999,13.6,1981-10-01
283,1981-10-11,Arghakhanchi,27.9,83.2,0.0,93.25,11.46,66.66,21.46,14.82,26.64,16.11,10.53,19.8,1.9,2.9,0.87,2.03,2.49,4.41,1.21,3.21,1981,10,2.1950000000000003,0,10.53,13.78,1981-10-01
284,1981-10-12,Arghakhanchi,27.9,83.2,0.0,93.55,11.81,67.58,21.78,15.28,26.76,17.09,9.66,20.32,1.72,2.42,1.04,1.38,2.29,3.69,1.51,2.18,1981,10,2.005,0,9.670000000000002,12.67,1981-10-01
285,1981-10-13,Arghakhanchi,27.9,83.2,0.0,93.68,12.15,68.1,22.14,15.79,27.4,18.1,9.3,21.0,1.96,2.72,0.89,1.83,2.68,3.63,0.71,2.92,1981,10,2.3200000000000003,0,9.299999999999995,12.59,1981-10-01
286,1981-10-14,Arghakhanchi,27.9,83.2,0.0,93.51,11.87,66.6,22.09,15.4,27.47,18.58,8.89,20.67,2.15,3.47,0.72,2.75,2.96,4.64,1.05,3.6,1981,10,2.5549999999999997,0,8.89,14.990000000000002,1981-10-01
287,1981-10-15,Arghakhanchi,27.9,83.2,0.0,93.42,11.31,63.5,22.08,14.59,27.55,18.34,9.21,20.34,1.84,2.74,0.91,1.82,2.43,2.9,1.47,1.43,1981,10,2.135,0,9.21,12.29,1981-10-01
288,1981-10-16,Arghakhanchi,27.9,83.2,0.0,93.34,10.82,63.97,21.22,13.86,26.16,17.79,8.37,19.33,2.03,3.49,0.74,2.76,2.72,3.74,1.09,2.65,1981,10,2.375,0,8.370000000000001,13.81,1981-10-01
289,1981-10-17,Arghakhanchi,27.9,83.2,0.0,93.24,11.36,68.98,20.76,14.54,25.91,16.05,9.86,19.38,1.68,2.31,0.75,1.56,2.21,3.54,0.66,2.88,1981,10,1.945,0,9.86,11.15,1981-10-01
290,1981-10-18,Arghakhanchi,27.9,83.2,0.0,93.17,10.92,63.95,21.33,14.01,26.82,16.81,10.01,19.59,1.83,2.95,1.15,1.8,2.38,3.39,1.06,2.33,1981,10,2.105,0,10.010000000000002,12.76,1981-10-01
291,1981-10-19,Arghakhanchi,27.9,83.2,0.0,93.32,10.31,59.21,21.69,13.18,26.94,16.75,10.19,19.77,1.72,2.44,0.6,1.84,2.23,3.38,0.86,2.51,1981,10,1.975,0,10.19,11.23,1981-10-01
292,1981-10-20,Arghakhanchi,27.9,83.2,0.0,93.39,10.06,59.1,21.34,12.83,27.39,17.17,10.21,19.68,2.34,4.37,0.97,3.4,3.31,5.4,1.12,4.28,1981,10,2.825,0,10.22,17.51,1981-10-01
293,1981-10-21,Arghakhanchi,27.9,83.2,0.0,93.28,9.31,57.61,20.47,11.62,25.86,16.16,9.7,18.49,1.83,3.02,0.84,2.17,2.38,3.08,0.73,2.35,1981,10,2.105,0,9.7,11.88,1981-10-01
294,1981-10-22,Arghakhanchi,27.9,83.2,0.0,93.39,8.64,53.5,20.49,10.52,26.63,16.19,10.44,18.46,2.1,3.62,0.63,2.99,2.96,4.28,0.69,3.59,1981,10,2.53,0,10.439999999999998,14.28,1981-10-01
295,1981-10-23,Arghakhanchi,27.9,83.2,0.0,93.59,8.43,52.01,20.6,10.17,26.89,15.98,10.91,18.53,1.93,2.75,0.42,2.33,2.73,3.76,0.3,3.46,1981,10,2.33,0,10.91,11.89,1981-10-01
296,1981-10-24,Arghakhanchi,27.9,83.2,0.0,93.75,8.61,52.72,20.75,10.5,27.04,16.85,10.19,18.64,1.97,2.84,0.58,2.26,2.76,3.85,0.52,3.33,1981,10,2.365,0,10.189999999999998,12.519999999999998,1981-10-01
297,1981-10-25,Arghakhanchi,27.9,83.2,0.05,93.81,9.31,57.16,20.69,11.75,25.84,16.9,8.94,19.1,1.74,2.34,0.16,2.18,2.53,3.53,0.25,3.28,1981,10,2.135,0,8.940000000000001,10.55,1981-10-01
298,1981-10-26,Arghakhanchi,27.9,83.2,0.02,93.78,10.65,68.46,19.93,13.87,24.59,16.57,8.02,19.46,1.86,2.81,0.94,1.87,2.72,3.63,1.37,2.26,1981,10,2.29,0,8.02,13.330000000000002,1981-10-01
299,1981-10-27,Arghakhanchi,27.9,83.2,0.0,93.57,9.58,62.62,19.64,12.18,26.15,15.75,10.4,18.4,2.61,5.17,1.16,4.01,3.77,6.37,1.77,4.6,1981,10,3.19,0,10.4,20.85,1981-10-01
300,1981-10-28,Arghakhanchi,27.9,83.2,0.0,93.68,8.04,52.49,19.69,9.56,26.35,15.3,11.05,17.83,2.03,3.14,0.85,2.29,2.68,3.54,0.76,2.78,1981,10,2.355,0,11.05,12.999999999999998,1981-10-01
301,1981-10-29,Arghakhanchi,27.9,83.2,0.0,93.54,7.54,47.36,20.31,8.54,26.57,16.23,10.34,17.86,1.98,3.52,0.77,2.74,2.58,4.09,0.78,3.31,1981,10,2.28,0,10.34,13.72,1981-10-01
302,1981-10-30,Arghakhanchi,27.9,83.2,0.0,93.35,7.2,46.34,19.88,7.75,26.66,14.61,12.05,17.6,2.35,4.43,1.24,3.18,3.5,5.99,1.77,4.22,1981,10,2.925,0,12.05,19.28,1981-10-01
303,1981-10-31,Arghakhanchi,27.9,83.2,11.51,93.31,7.64,49.64,19.71,8.57,26.31,16.18,10.13,17.74,2.41,5.31,1.3,4.01,3.63,7.14,2.01,5.13,1981,10,3.02,0,10.13,21.799999999999997,1981-10-01
304,1981-11-01,Arghakhanchi,27.9,83.2,3.38,93.45,7.48,51.06,18.95,8.16,24.73,15.6,9.14,16.96,1.88,3.69,0.55,3.14,2.82,4.67,0.71,3.96,1981,11,2.3499999999999996,0,9.13,14.32,1981-11-01
305,1981-11-02,Arghakhanchi,27.9,83.2,0.59,93.26,9.37,60.24,19.85,11.59,25.72,16.15,9.57,18.48,2.05,3.93,0.39,3.54,2.85,4.83,0.58,4.26,1981,11,2.45,0,9.57,14.63,1981-11-01
306,1981-11-03,Arghakhanchi,27.9,83.2,17.48,93.24,11.67,70.6,20.81,15.06,24.79,18.14,6.64,19.74,1.48,2.33,0.63,1.69,2.08,4.42,0.64,3.79,1981,11,1.78,0,6.649999999999999,11.580000000000002,1981-11-01
307,1981-11-04,Arghakhanchi,27.9,83.2,15.19,93.21,12.88,83.45,19.69,16.65,24.18,16.2,7.98,19.75,2.04,3.26,0.85,2.4,3.08,4.34,1.32,3.03,1981,11,2.56,0,7.98,14.89,1981-11-01
308,1981-11-05,Arghakhanchi,27.9,83.2,0.01,93.24,10.56,74.01,18.45,13.37,23.96,15.25,8.71,17.47,2.23,4.16,0.84,3.33,3.22,4.77,1.09,3.69,1981,11,2.725,0,8.71,16.310000000000002,1981-11-01
309,1981-11-06,Arghakhanchi,27.9,83.2,0.0,93.5,8.96,64.82,18.01,11.07,23.39,13.71,9.68,16.37,1.71,2.84,0.88,1.96,2.12,3.02,1.24,1.77,1981,11,1.915,0,9.68,11.81,1981-11-01
310,1981-11-07,Arghakhanchi,27.9,83.2,0.0,93.59,8.95,64.68,18.04,11.03,23.7,13.4,10.31,16.53,1.88,2.72,1.11,1.61,2.46,3.22,1.19,2.03,1981,11,2.17,0,10.3,12.58,1981-11-01
311,1981-11-08,Arghakhanchi,27.9,83.2,0.0,93.54,9.28,65.16,18.49,11.62,24.5,14.12,10.37,17.15,2.02,2.57,1.07,1.5,2.79,3.47,1.25,2.22,1981,11,2.405,0,10.38,13.17,1981-11-01
312,1981-11-09,Arghakhanchi,27.9,83.2,0.0,93.48,9.82,66.31,19.1,12.48,25.11,14.33,10.78,17.9,1.96,2.4,1.51,0.89,2.66,3.35,1.99,1.36,1981,11,2.31,0,10.78,13.87,1981-11-01
313,1981-11-10,Arghakhanchi,27.9,83.2,0.0,93.54,9.51,67.16,18.39,11.99,23.36,14.29,9.07,17.13,1.89,2.84,0.32,2.52,2.4,3.55,0.43,3.12,1981,11,2.145,0,9.07,11.43,1981-11-01
314,1981-11-11,Arghakhanchi,27.9,83.2,0.0,93.62,9.09,64.88,18.25,11.25,23.0,14.46,8.54,16.68,1.85,2.82,0.14,2.68,2.38,3.35,0.2,3.15,1981,11,2.115,0,8.54,10.739999999999998,1981-11-01
315,1981-11-12,Arghakhanchi,27.9,83.2,0.01,93.68,8.97,63.49,18.39,11.13,23.74,14.27,9.47,17.03,1.79,2.49,0.7,1.79,2.4,4.09,0.96,3.13,1981,11,2.095,0,9.47,12.43,1981-11-01
316,1981-11-13,Arghakhanchi,27.9,83.2,0.0,93.82,8.83,67.39,17.23,10.97,22.09,13.35,8.75,16.62,1.72,2.9,0.52,2.39,2.63,5.29,0.61,4.68,1981,11,2.175,0,8.74,13.67,1981-11-01
317,1981-11-14,Arghakhanchi,27.9,83.2,0.0,93.8,8.19,63.23,17.03,9.77,23.14,13.7,9.44,15.62,2.8,5.42,1.57,3.85,4.0,6.43,2.35,4.08,1981,11,3.4,0,9.44,22.57,1981-11-01
318,1981-11-15,Arghakhanchi,27.9,83.2,0.0,93.72,7.34,58.15,16.62,8.04,22.67,12.54,10.13,14.49,1.63,3.14,0.28,2.86,2.04,3.11,0.13,2.98,1981,11,1.835,0,10.130000000000004,10.33,1981-11-01
319,1981-11-16,Arghakhanchi,27.9,83.2,0.0,93.72,7.17,55.5,16.99,7.84,23.21,12.37,10.85,14.67,1.78,2.52,0.99,1.53,2.28,2.86,1.45,1.42,1981,11,2.03,0,10.840000000000002,11.88,1981-11-01
320,1981-11-17,Arghakhanchi,27.9,83.2,0.0,93.66,7.07,52.22,17.72,7.54,24.31,13.43,10.88,15.15,1.82,2.63,1.19,1.44,2.35,3.17,1.54,1.63,1981,11,2.085,0,10.88,12.7,1981-11-01
321,1981-11-18,Arghakhanchi,27.9,83.2,0.0,93.6,7.09,52.98,17.52,7.43,24.11,13.59,10.53,15.41,1.95,2.83,0.27,2.56,2.61,3.62,0.28,3.34,1981,11,2.28,0,10.52,11.56,1981-11-01
322,1981-11-19,Arghakhanchi,27.9,83.2,0.0,93.53,6.85,53.64,16.78,6.84,23.03,12.97,10.07,14.58,1.73,2.55,0.89,1.66,2.25,3.42,0.98,2.44,1981,11,1.99,0,10.06,11.82,1981-11-01
323,1981-11-20,Arghakhanchi,27.9,83.2,0.0,93.56,6.57,50.92,16.96,6.4,23.46,12.84,10.62,14.63,1.8,2.42,0.54,1.89,2.45,4.1,0.49,3.62,1981,11,2.125,0,10.62,11.8,1981-11-01
324,1981-11-21,Arghakhanchi,27.9,83.2,0.0,93.53,5.73,44.84,16.81,4.31,23.42,12.86,10.55,14.08,1.81,2.58,0.26,2.32,2.52,4.24,0.48,3.76,1981,11,2.165,0,10.560000000000002,11.89,1981-11-01
325,1981-11-22,Arghakhanchi,27.9,83.2,0.0,93.45,5.08,41.9,15.97,2.65,22.79,12.6,10.18,12.98,1.92,3.32,0.11,3.21,2.6,3.92,0.21,3.71,1981,11,2.26,0,10.19,12.080000000000002,1981-11-01
326,1981-11-23,Arghakhanchi,27.9,83.2,0.0,93.44,5.36,44.37,15.92,3.53,22.85,11.05,11.8,13.19,1.81,3.06,0.98,2.09,2.31,3.22,1.19,2.03,1981,11,2.06,0,11.8,12.57,1981-11-01
327,1981-11-24,Arghakhanchi,27.9,83.2,0.0,93.5,5.53,45.82,15.89,4.0,22.63,11.41,11.22,13.17,1.82,2.39,1.14,1.25,2.36,3.07,1.03,2.03,1981,11,2.09,0,11.22,11.81,1981-11-01
328,1981-11-25,Arghakhanchi,27.9,83.2,0.0,93.41,5.77,49.31,15.39,4.62,21.75,10.9,10.85,12.97,1.87,2.8,1.08,1.71,2.4,3.28,0.82,2.46,1981,11,2.135,0,10.85,12.25,1981-11-01
329,1981-11-26,Arghakhanchi,27.9,83.2,0.0,93.53,5.94,48.04,16.28,5.04,23.37,11.78,11.58,13.85,1.82,2.57,0.56,2.01,2.4,3.51,0.28,3.23,1981,11,2.11,0,11.590000000000002,11.14,1981-11-01
330,1981-11-27,Arghakhanchi,27.9,83.2,0.0,93.78,5.93,47.72,16.4,5.03,23.54,11.38,12.15,14.09,2.01,2.75,1.18,1.57,2.65,3.44,1.6,1.84,1981,11,2.33,0,12.159999999999998,13.63,1981-11-01
331,1981-11-28,Arghakhanchi,27.9,83.2,0.0,93.74,5.52,45.47,16.04,3.93,22.81,11.56,11.25,13.74,1.99,2.51,0.81,1.7,2.67,3.48,0.76,2.73,1981,11,2.33,0,11.249999999999998,12.22,1981-11-01
332,1981-11-29,Arghakhanchi,27.9,83.2,0.0,93.75,5.49,44.53,16.27,3.93,23.19,12.01,11.18,13.88,1.9,2.69,0.15,2.54,2.51,3.51,0.21,3.3,1981,11,2.205,0,11.18,10.97,1981-11-01
333,1981-11-30,Arghakhanchi,27.9,83.2,0.0,93.98,5.49,49.62,14.63,4.07,20.79,10.67,10.12,12.81,1.95,2.39,1.37,1.01,2.71,4.05,1.52,2.53,1981,11,2.33,0,10.12,13.989999999999998,1981-11-01
334,1981-12-01,Arghakhanchi,27.9,83.2,0.0,94.03,5.41,48.1,14.9,3.83,20.91,10.64,10.27,12.46,1.72,2.85,0.45,2.41,2.21,3.85,0.58,3.27,1981,12,1.965,0,10.27,11.66,1981-12-01
335,1981-12-02,Arghakhanchi,27.9,83.2,0.0,94.03,6.05,51.74,15.49,5.36,21.87,10.7,11.16,12.82,2.19,4.42,0.2,4.22,2.97,5.15,0.37,4.79,1981,12,2.58,0,11.170000000000002,15.3,1981-12-01
336,1981-12-03,Arghakhanchi,27.9,83.2,0.0,93.98,6.95,58.13,15.82,7.41,22.12,11.51,10.61,14.1,2.29,3.53,1.54,2.0,3.21,3.91,2.37,1.54,1981,12,2.75,0,10.61,16.85,1981-12-01
337,1981-12-04,Arghakhanchi,27.9,83.2,0.0,93.87,7.23,58.14,16.41,7.86,22.91,12.42,10.49,14.65,2.01,3.35,0.46,2.9,2.79,4.06,0.62,3.43,1981,12,2.4,0,10.49,13.289999999999996,1981-12-01
338,1981-12-05,Arghakhanchi,27.9,83.2,0.0,93.83,5.81,48.81,15.74,4.59,22.43,11.78,10.65,13.28,1.88,2.98,0.34,2.64,2.56,3.51,0.69,2.83,1981,12,2.22,0,10.65,11.96,1981-12-01
339,1981-12-06,Arghakhanchi,27.9,83.2,0.69,93.89,5.83,47.58,16.2,4.73,22.49,12.54,9.95,13.21,1.77,2.98,0.5,2.48,2.29,3.07,0.7,2.37,1981,12,2.03,0,9.95,11.31,1981-12-01
340,1981-12-07,Arghakhanchi,27.9,83.2,0.11,93.87,6.81,66.88,13.31,7.07,17.49,10.51,6.98,11.61,2.3,3.67,0.41,3.27,3.25,6.49,0.62,5.87,1981,12,2.775,0,6.979999999999999,16.74,1981-12-01
341,1981-12-08,Arghakhanchi,27.9,83.2,0.0,93.75,6.3,54.89,15.14,5.78,22.07,10.74,11.33,13.42,2.15,3.15,1.02,2.13,3.13,4.23,1.28,2.95,1981,12,2.6399999999999997,0,11.33,14.96,1981-12-01
342,1981-12-09,Arghakhanchi,27.9,83.2,0.19,93.92,5.55,47.47,15.49,3.98,22.74,10.16,12.58,13.08,2.09,3.3,1.25,2.04,2.83,3.9,1.83,2.07,1981,12,2.46,0,12.579999999999998,15.2,1981-12-01
343,1981-12-10,Arghakhanchi,27.9,83.2,0.06,93.96,4.35,35.37,16.3,0.49,23.28,11.78,11.5,12.55,1.92,3.18,0.62,2.56,2.48,3.6,0.92,2.68,1981,12,2.2,0,11.500000000000002,12.72,1981-12-01
344,1981-12-11,Arghakhanchi,27.9,83.2,0.0,93.88,5.18,45.05,15.21,2.91,22.06,11.33,10.73,12.8,2.07,3.44,0.31,3.13,2.92,3.83,0.34,3.49,1981,12,2.495,0,10.73,12.909999999999998,1981-12-01
345,1981-12-12,Arghakhanchi,27.9,83.2,0.0,93.9,4.6,41.47,14.66,1.42,21.33,10.9,10.43,11.87,1.99,3.72,0.13,3.6,2.68,4.0,0.2,3.79,1981,12,2.335,0,10.429999999999998,12.72,1981-12-01
346,1981-12-13,Arghakhanchi,27.9,83.2,0.0,94.02,4.31,40.74,13.97,0.61,20.74,9.2,11.54,10.83,1.8,3.32,1.0,2.32,2.23,3.35,1.07,2.28,1981,12,2.015,0,11.54,12.77,1981-12-01
347,1981-12-14,Arghakhanchi,27.9,83.2,0.0,93.96,4.28,42.0,13.35,0.45,20.0,9.37,10.64,10.31,1.73,3.12,0.1,3.02,2.22,3.34,0.3,3.04,1981,12,1.975,0,10.63,10.81,1981-12-01
348,1981-12-15,Arghakhanchi,27.9,83.2,0.0,93.88,4.26,42.89,12.97,0.51,19.82,9.01,10.81,10.58,2.09,3.31,0.33,2.98,2.86,3.93,0.29,3.64,1981,12,2.4749999999999996,0,10.81,12.81,1981-12-01
349,1981-12-16,Arghakhanchi,27.9,83.2,0.0,93.86,3.97,40.92,12.6,-0.41,19.12,9.34,9.78,10.16,2.41,4.33,0.8,3.54,3.52,5.22,1.39,3.83,1981,12,2.965,0,9.78,17.67,1981-12-01
350,1981-12-17,Arghakhanchi,27.9,83.2,0.0,93.86,3.86,40.22,12.43,-0.78,19.31,8.61,10.69,10.24,1.89,3.5,0.57,2.92,2.57,4.12,0.42,3.7,1981,12,2.23,0,10.7,13.07,1981-12-01
351,1981-12-18,Arghakhanchi,27.9,83.2,0.01,94.04,3.79,40.3,12.15,-0.97,19.62,8.45,11.18,9.77,2.24,3.51,0.6,2.91,3.11,4.45,0.68,3.77,1981,12,2.675,0,11.170000000000002,14.59,1981-12-01
352,1981-12-19,Arghakhanchi,27.9,83.2,0.0,94.03,3.62,37.15,12.7,-1.63,20.15,8.21,11.94,9.52,2.04,4.03,0.68,3.35,2.67,4.44,0.61,3.83,1981,12,2.355,0,11.939999999999998,14.47,1981-12-01
353,1981-12-20,Arghakhanchi,27.9,83.2,0.2,94.05,4.02,39.24,13.45,-0.32,20.44,8.65,11.79,10.68,1.94,3.32,0.99,2.33,2.63,3.51,0.83,2.68,1981,12,2.285,0,11.79,13.22,1981-12-01
354,1981-12-21,Arghakhanchi,27.9,83.2,0.0,93.99,4.78,45.94,13.69,2.07,20.84,10.04,10.79,11.84,2.53,5.62,1.31,4.3,3.51,6.29,2.12,4.18,1981,12,3.0199999999999996,0,10.8,21.380000000000003,1981-12-01
355,1981-12-22,Arghakhanchi,27.9,83.2,0.0,94.11,4.1,40.47,13.31,0.03,20.47,9.23,11.24,10.45,1.8,2.98,0.95,2.03,2.35,3.19,0.82,2.37,1981,12,2.075,0,11.239999999999998,12.09,1981-12-01
356,1981-12-23,Arghakhanchi,27.9,83.2,0.0,94.02,3.99,39.39,13.3,-0.34,20.21,9.85,10.35,10.21,2.08,4.29,0.61,3.69,2.76,4.53,0.93,3.6,1981,12,2.42,0,10.36,15.2,1981-12-01
357,1981-12-24,Arghakhanchi,27.9,83.2,0.0,93.91,4.09,40.84,13.1,-0.02,20.0,9.67,10.34,10.02,1.78,3.46,0.25,3.21,2.33,4.06,0.37,3.69,1981,12,2.055,0,10.33,12.249999999999998,1981-12-01
358,1981-12-25,Arghakhanchi,27.9,83.2,0.02,93.87,4.12,41.49,12.96,0.08,19.42,8.9,10.52,10.2,1.63,3.3,0.6,2.71,1.98,3.17,0.61,2.56,1981,12,1.805,0,10.52,11.29,1981-12-01
359,1981-12-26,Arghakhanchi,27.9,83.2,0.08,93.91,4.31,44.34,12.65,0.73,19.85,8.55,11.3,10.12,1.94,3.58,0.2,3.38,2.52,3.72,0.26,3.46,1981,12,2.23,0,11.3,12.22,1981-12-01
360,1981-12-27,Arghakhanchi,27.9,83.2,0.0,93.83,4.29,41.62,13.51,0.61,20.72,9.73,10.98,10.33,1.99,4.45,0.38,4.07,2.5,4.92,0.55,4.38,1981,12,2.245,0,10.989999999999998,14.79,1981-12-01
